nivel_agrupamento,chave_agrupamento,total_vendido_estoque,estoque_inicial_estoque,compras_registradas_estoque,entradas_conhecidas_estoque,diferenca_saidas_entradas,pct_cobertura_entradas,pct_eventos_saldo_projetado_negativo,pct_skus_venda_sem_compra,pct_skus_venda_sem_estoque_inicial_suficiente,pares_produto_loja,pares_com_venda,pares_venda_sem_compra,pares_venda_sem_estoque_inicial_suficiente,classificacao_confiabilidade,formula_compras_armazenagem,formula_vendas_armazenagem,interpretacao,limitacao
categoria,"K - CAMA, MESA E BANHO",440229.0,164732.0,581.0,165313.0,274916.0,0.3755159246664804,0.7638257868301491,0.9955156950672646,0.9064702114029468,3623,3122,3108,2830,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,"L - INFANTIL, LAZER E PETS",11707.0,2788.0,868.0,3656.0,8051.0,0.31229179123601264,0.7205289672544081,0.9531914893617022,0.7531914893617021,284,235,224,177,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,M - MAQUINAS E MOTORES,2631.0,1451.0,0.0,1451.0,1180.0,0.5515013302926643,0.48917401764234164,1.0,0.6225165562913907,231,151,151,94,crítico,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,N - INDUSTRIAL E NEGOCIOS,16112.0,7750.0,0.0,7750.0,8362.0,0.4810079443892751,0.6231884057971014,1.0,0.818348623853211,773,545,545,446,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,O - MOVEIS,70744.0,29446.0,6383.0,35829.0,34915.0,0.5064599117946398,0.5986010778580438,0.9926470588235294,0.7947303921568627,2035,1632,1620,1297,crítico,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,Q - BASICOS CONSTRUCAO,52730.0,11315.0,0.0,11315.0,41415.0,0.21458372842783993,0.7665940801677554,1.0,0.9315789473684211,242,190,190,177,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,R - ELETRONICOS,19821.0,2361.0,0.0,2361.0,17460.0,0.11911608899651885,0.875,1.0,0.9094488188976378,281,254,254,231,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,S - TINTAS E QUIMICOS,216422.0,37105.0,0.0,37105.0,179317.0,0.17144744988956762,0.8119073067564188,1.0,0.9084380610412927,711,557,557,506,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,T - ARTIGOS DE EPOCA,12096.0,108.0,504.0,612.0,11484.0,0.050595238095238096,0.9344978165938864,0.98,1.0,60,50,49,50,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,U - METAIS E ACESSORIOS,275018.0,81273.0,7624.0,88897.0,186121.0,0.32324066061130546,0.743687017108905,0.9982471516213848,0.8939526730937774,1555,1141,1139,1020,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,V - DECORACAO,103941.0,22440.0,1073.0,23513.0,80428.0,0.22621487189848086,0.8000646830530401,0.9879518072289156,0.9221501390176089,1290,1079,1066,995,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,W - LOUCAS E PIAS,13094.0,3696.0,4.0,3700.0,9394.0,0.2825721704597526,0.6728237188595245,0.998567335243553,0.8123209169054442,990,698,697,567,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
categoria,Y - EPI,5653.0,942.0,0.0,942.0,4711.0,0.1666371837962144,0.758020663404024,1.0,0.7777777777777778,22,18,18,14,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,1,248406.76,77368.52,0.0,77368.52,171038.24,0.3114589957213725,0.6887671407412126,1.0,0.7713864306784661,2624,2034,2034,1569,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,2,805683.24,217896.461,63003.0,280899.461,524783.779,0.3486475168578659,0.706293214990369,0.9447535771065183,0.8791732909379968,2695,2516,2377,2212,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,3,878132.71,246025.78,145785.48,391811.26,486321.44999999995,0.4461868411666387,0.6976131647466064,0.9840556009811938,0.8421913327882257,2683,2446,2407,2060,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,4,664389.23,197496.77,0.0,197496.77,466892.45999999996,0.2972606434333681,0.7364519442406456,1.0,0.8885748889786032,2692,2477,2477,2201,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,5,347034.95,104207.29,1592.0,105799.29,241235.66000000003,0.30486638305450214,0.7308385279681902,0.9967992684042066,0.8184727937814358,2637,2187,2180,1790,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,6,518511.93,133378.26,228.0,133606.26,384905.67,0.25767248981137236,0.7661958072319047,0.9995810640971932,0.8491830749895266,2672,2387,2386,2027,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,7,297469.54,99926.27,826.0,100752.27,196717.26999999996,0.33869777053475797,0.7209612817089452,0.994098955969133,0.8093508851566046,2642,2203,2190,1783,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,8,350865.49,96705.49,0.0,96705.49,254160.0,0.275619839386313,0.7216387185058037,1.0,0.796594982078853,2654,2232,2232,1778,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,9,386495.81,0.0,0.0,0.0,386495.81,0.0,0.9735905618412146,1.0,1.0,2731,2113,2113,2113,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,92,47817.95,202908.0,128891.3,331799.3,-283981.35,6.938802269858913,0.49163537043359506,0.8903225806451613,0.621505376344086,2365,465,414,289,crítico,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
loja,93,97076.0,16857.0,4965.0,21822.0,75254.0,0.22479294573323994,0.7126034958601656,0.9418960244648318,0.7828746177370031,2326,327,308,256,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-01,238814.71,1392769.841,21372.8,1414142.641,-1175327.931,5.921505593185612,0.055535727942488594,0.9939058171745152,0.12753462603878116,25331,9025,8970,1151,crítico,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-02,208695.2,0.0,16465.36,16465.36,192229.84000000003,0.07889668760948981,0.2866531321291781,0.9956920984015418,1.0,8852,8821,8783,8821,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-03,234421.08,0.0,22093.4,22093.4,212327.68,0.0942466436892109,0.4680538155672967,0.9971204448416244,1.0,10092,10071,10042,10071,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-04,261665.58,0.0,27170.28,27170.28,234495.3,0.10383589618474084,0.6039240132550281,0.996053235429096,1.0,10917,10895,10852,10895,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-05,273912.2,0.0,9411.2,9411.2,264501.0,0.03435845500857574,0.6871556072953047,0.9971859810693272,1.0,11736,11727,11694,11727,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-06,253967.32,0.0,9299.8,9299.8,244667.52000000002,0.03661809716305231,0.7513688280881899,0.9964440589765828,1.0,11536,11530,11489,11530,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-07,251540.79,0.0,8508.6,8508.6,243032.19,0.033825925409552864,0.7868627364131638,0.9974445635149617,1.0,12138,12131,12100,12131,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-08,250530.78,0.0,45305.74,45305.74,205225.04,0.18083901706608665,0.8182827824617935,0.9961996034368804,1.0,12155,12104,12058,12104,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-09,207377.5,0.0,70107.6,70107.6,137269.9,0.3380675338452822,0.8300957305569142,0.9987014111332352,1.0,11588,11551,11536,11551,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-10,296140.05,0.0,12463.0,12463.0,283677.05,0.04208481763949186,0.8531621341414786,0.9987288135593221,1.0,11802,11800,11785,11800,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-11,338043.81,0.0,14482.6,14482.6,323561.21,0.042842375963044556,0.8632544353880353,0.9987610473279921,1.0,12109,12107,12092,12107,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2024-12,251891.82,0.0,3265.0,3265.0,248626.82,0.012961913570674903,0.8767932228543162,0.9986728012741107,1.0,11324,11302,11287,11302,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
mes,2025-01,208191.72,0.0,13644.0,13644.0,194547.72,0.06553574753116982,0.9004774923947784,0.9980125211169631,1.0,10102,10063,10043,10063,não confiável para análise causal,QTD_COMPRA_ESTOQUE = QUANTIDADE_COMPRA * CONVERSAO_COMPRA_ARMAZENAGEM,QTD_VENDA_ESTOQUE = QUANTIDADE_VENDIDA * CONVERSAO_VENDA_PARA_ARMAZENAGEM,cobertura de entradas conhecidas; não evidencia causal,"DADO AUSENTE: transferencias, ajustes, devolucoes e estoque final real; NÃO VALIDADO: universo completo das compras"
