CODIGO,correlacao_preco_volume,n_obs,DESCRICAO,NIVEL_1,receita_total
465095,-0.1407644362210928,177.0,PISO FELP. ROYAL 45X70       CR 7547,"K - CAMA, MESA E BANHO",32245.3915
340887,-0.14056087796981345,114.0,TORNEIRA LAVA.MESA CR B.ALT.C21 1198,U - METAIS E ACESSORIOS,154290.36525
407574,-0.13962157148339782,145.0,CESTA ORG. PLS 19X13CM        BR 822,B - UTILIDADES DOMESTICAS,16130.70375
484896,-0.13948980360469934,80.0,CORTINA 200X160 RUSTICA POLI     CRU,V - DECORACAO,80147.8405
6157,-0.13935172217753505,67.0,LAVAT.LOC.SAVEIRO 47X38    0200 PR77,W - LOUCAS E PIAS,17774.715
399843,-0.1392294790998891,12.0,CUBA KIT COMPLETO              Q1 BR,W - LOUCAS E PIAS,11848.83
467860,-0.13922012856676272,36.0,COLCHAO VISCO FIT         138X25X188,O - MOVEIS,116551.89000000001
384780,-0.13910730794358736,18.0,"CER.A 60X60 CREMA          P4 2,50M2",C - PISOS E REVESTIMENTOS,17729.25
458291,-0.13896691578542802,53.0,SPOT LED TRILHO AM   6W      PT MBIV,I - ILUMINACAO,18090.555
270605,-0.1389231587569908,90.0,CX.ELET.PLS 4X4 AM OCT0G.  57500/004,E - MATERIAIS ELETRICOS,58243.71000000001
405771,-0.13872169473875498,196.0,PISO FELP.ROYAL 45X70        BG 7110,"K - CAMA, MESA E BANHO",77443.8
450221,-0.13828797914506738,104.0,CADEIRA POLIP ALICE               MO,O - MOVEIS,285988.2795
445975,-0.13826679878438214,35.0,PAINEL LED EMB. 30W BR  62X31   MBIV,I - ILUMINACAO,33599.16
429481,-0.13792284173205419,184.0,PLACA 4X2 1PST.            LGP21 POP,E - MATERIAIS ELETRICOS,31230.822000000004
395200,-0.13755550216199564,134.0,LUSTRE ACO/VID.RED.      CR 1L  PAX2,I - ILUMINACAO,145660.3575
466353,-0.1375036700631127,72.0,TOALHA BNH CELINE AM            1451,"K - CAMA, MESA E BANHO",41847.687000000005
466770,-0.13748498898196823,165.0,"REVEST.A 30X60 BILRO BCO BR   2,28M2",C - PISOS E REVESTIMENTOS,296201.25297000003
472123,-0.13735896482179685,29.0,PRATO FUND.CER.21CM           101171,B - UTILIDADES DOMESTICAS,19412.17075
457639,-0.13733622963199033,69.0,SPOT LED TRILHO BR  12W      AM MBIV,I - ILUMINACAO,26445.09
471606,-0.13723822267308697,100.0,P.ESCOVA CER.               TC 18TRC,U - METAIS E ACESSORIOS,14388.150000000001
434905,-0.136947613613638,128.0,JOGO CAIU PERDEU 54PC           7460,"L - INFANTIL, LAZER E PETS",50480.115
470343,-0.13679332246784312,34.0,APARADOR SALA 1.20 XEXEU          NT,O - MOVEIS,73356.15
466811,-0.13677858966818815,103.0,TOALHA RST AURA ROSE             589,"K - CAMA, MESA E BANHO",9335.130000000001
468885,-0.13669639879591516,106.0,BALCAO MULT C/FRUT 1.04X0.95  FR/OFF,O - MOVEIS,159769.68
440680,-0.13660884514263014,123.0,LUZ NOTURNA LED CHASE             1W,I - ILUMINACAO,14717.744999999999
445817,-0.13628480040970073,21.0,"PORCEL.A 60X60 EBR.LUMINUS RT 2,20M2",C - PISOS E REVESTIMENTOS,63868.959
30414,-0.13609181763402015,38.0,UNIAO CPVC                      28MM,H - TUBOS E CONEXOES,6640.515
422170,-0.13507597026091242,138.0,LUMI.EXT PLS TARTARUGA C/GRADE    MR,I - ILUMINACAO,42928.0845
424128,-0.1350311626244039,102.0,"TINT.ACR.SELA.PINTA FC  3,6L BR.GELO",S - TINTAS E QUIMICOS,32573.845500000007
459681,-0.1349651582358841,47.0,"PORCEL.A 20X120 ESM.TAVO.CAS. 1,70M2",C - PISOS E REVESTIMENTOS,114376.01699999999
419130,-0.13434212789741112,90.0,LUSTRE CRISTAL 6LP E14 AB    LTB-001,I - ILUMINACAO,254415.73500000002
427951,-0.13428281099412012,93.0,PAINEL LED 3 ESTAG.15W    QD.BR MBIV,I - ILUMINACAO,56888.475
461552,-0.13422944125103523,88.0,P.ESCOVA PLS C/T FLORA      VD 10477,U - METAIS E ACESSORIOS,10415.601
355575,-0.13360333686253548,34.0,"PORCEL.A 26X106 ESM.AROSA     2,00M2",C - PISOS E REVESTIMENTOS,60464.04000000001
469138,-0.1334939325500741,22.0,FOGAO PISO 5B          FE5DP PT M127,D - ELETROS,192684.387
454370,-0.13348656043896018,67.0,PLAFON LED PLS XANGAI  3EM1 24W MBIV,I - ILUMINACAO,46786.635
472885,-0.13330410941369794,38.0,LUSTRE LED 115W AM   MR LP-800M 5916,I - ILUMINACAO,105419.4645
351418,-0.1331009215307533,76.0,PRATO SMES.CER.20CM S.LUIS J069-6779,B - UTILIDADES DOMESTICAS,6692.385
432462,-0.13251020642865474,75.0,CANECA CER.270ML FOLK         090567,B - UTILIDADES DOMESTICAS,9091.6875
471499,-0.13188210667854722,195.0,CHURRASCO JG 03PC           PT 17103,B - UTILIDADES DOMESTICAS,49021.35
485343,-0.1318474284322469,72.0,TOALHA JG 2PC ASPEN EXTRA SOFT    AZ,"K - CAMA, MESA E BANHO",156016.58625000002
432807,-0.1316293506764429,58.0,RACK TV 2.0X0.66 LEBLON       OFF/CV,O - MOVEIS,358672.475
467256,-0.1315810890557487,25.0,VENT.COL 40CM 3V VTX-40C  PT/AZ M220,D - ELETROS,84011.1115
445899,-0.1315345770084294,70.0,SPOT LED TRILHO PT   9W      NE MBIV,I - ILUMINACAO,28488.18
478852,-0.13106056443318784,123.0,CERA P/MADEIRA MADEWAX  INCOLOR 150G,B - UTILIDADES DOMESTICAS,37456.86
469043,-0.13104332199354174,88.0,POTE MANTIMENTO VID. 800ML     27180,B - UTILIDADES DOMESTICAS,12430.372500000001
460647,-0.1305468162310012,96.0,POTE MANTIMENTO VID.800ML      29261,B - UTILIDADES DOMESTICAS,13766.3925
465845,-0.13038222451352666,102.0,TOALHA JG 2PC DUAL AIR CINTA BG 1436,"K - CAMA, MESA E BANHO",50911.574
475148,-0.13029460194961723,116.0,ALMOFADA 50X50 TRAMA C/TASSEL 451214,V - DECORACAO,113713.81
452092,-0.13010742157068306,12.0,BASE CAMA BOX BAU 1439    138X35X188,O - MOVEIS,18435.690000000002
469350,-0.12987653266235086,96.0,TIGELA CRIST.BOWL 14CM 6PC    225849,B - UTILIDADES DOMESTICAS,27625.08
101702,-0.12987414746130113,67.0,REFRIG. 1P 261L DSECO BR  CRA30 M220,D - ELETROS,1774304.64925
477357,-0.12951463334273774,78.0,TOALHA JG 2PC GRECIA CINTA   CZ 3230,"K - CAMA, MESA E BANHO",165599.994
276208,-0.12938662397683576,74.0,PROTETOR COLCHAO KING PROTEGE,"K - CAMA, MESA E BANHO",21220.815000000002
468834,-0.1292000684307584,86.0,"COLHER COZ.SILIC.27,5CM     AZ 15011",B - UTILIDADES DOMESTICAS,10979.64
468894,-0.12900667409815322,122.0,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,37408.245
457807,-0.1280589839427063,73.0,COND.PORT. 10000 REM D6NNA1A    M220,D - ELETROS,873300.3300000001
157385,-0.12786363596417644,135.0,VALV.LAVAT.CURTA BR              VP1,U - METAIS E ACESSORIOS,4264.365
464290,-0.1277397780173297,97.0,TAPETE COZ.  02PC     GOURMET 700373,V - DECORACAO,107013.7145
474606,-0.12772697877745326,99.0,PISO ANTID. BASIC 50X70      VD 1359,"K - CAMA, MESA E BANHO",10280.025
467966,-0.1277064984015831,48.0,COND.SPLIT 18000 EVAP.42AGVC INV.159,D - ELETROS,202159.881
374666,-0.12748768156120827,77.0,PERSIANA ROLO 160X170  ZEBRA BR B102,V - DECORACAO,67412.625
457797,-0.12737169137185317,127.0,COND.JANEL  7000  REM  D6NRND1A M220,D - ELETROS,5447492.98975
291520,-0.1272597759832415,58.0,TOALHA JG 5PC F.PENT.CANEL.  BR 1011,"K - CAMA, MESA E BANHO",45905.475
466911,-0.1272148329841978,153.0,LENCOL JG CASAL DPL ATTUALE   SORT 3,"K - CAMA, MESA E BANHO",151112.01
467022,-0.12710618095829324,161.0,FRONHA AVULSA MALHA BASIC         VD,"K - CAMA, MESA E BANHO",24633.0
459674,-0.12688126992760504,52.0,"REVEST.A 45X90 RIG PALHA      2,00M2",C - PISOS E REVESTIMENTOS,111085.59000000001
255256,-0.12677900739186332,72.0,RESIST.DUCH.BANHAO POWER  6400W M220,U - METAIS E ACESSORIOS,8238.615
475556,-0.12635631898986238,116.0,TOALHA BANHAO SOLARE         RS 3889,"K - CAMA, MESA E BANHO",45385.0425
355949,-0.12635199472098468,167.0,"PIA IX    1C 1,20   FC S/V 93041/556",W - LOUCAS E PIAS,618040.199
484892,-0.1263272756289976,53.0,QUADRO DEC 70X1.00             18250,V - DECORACAO,63391.818
401646,-0.1260515695902062,44.0,REFRIG. 2P 371L FF     DFN41 BR M220,D - ELETROS,1426593.9041250001
432020,-0.12586719404201407,17.0,VITRINE VER 1P 348L      CV300R M220,N - INDUSTRIAL E NEGOCIOS,89543.05500000001
453433,-0.1258545118385259,66.0,BUFFET 1.64X0.77 3P NOGUEIRA     OFF,O - MOVEIS,103132.575
475000,-0.1258502767216863,122.0,TOALHA RST ZAYA             RS  3578,"K - CAMA, MESA E BANHO",14215.635
476924,-0.12570910417948536,133.0,TOALHA RST LUMINA          BG 1112/8,"K - CAMA, MESA E BANHO",30177.581000000002
460149,-0.12554067671348906,54.0,FONDUE PORC.CHOC/QUEIJO 04PC   17902,B - UTILIDADES DOMESTICAS,7388.808000000001
457823,-0.12540111230203715,101.0,LUSTRE LED   AM  6W  DO BORB.   5549,I - ILUMINACAO,109889.661
415167,-0.1252612905050506,39.0,CORPO PLS RALO LIN  GRELHA CZ   70CM,H - TUBOS E CONEXOES,5026.875
415530,-0.1249874452238272,114.0,"PORCEL.A 90X90 ESM.CALAC. ORO 2,40M2",C - PISOS E REVESTIMENTOS,286392.7584
457877,-0.12486920293769167,98.0,TAPETE BANH. 40X60 TAPBA07A  SORTIDO,U - METAIS E ACESSORIOS,76214.04000000001
416761,-0.12475233189910631,95.0,PORTA-LATA TERMICO          AM 71506,"L - INFANTIL, LAZER E PETS",11232.060000000001
446379,-0.12471329561319548,39.0,PAINEL TV 1.55 C/NICHO LUMINI FR/OFF,O - MOVEIS,140534.625
464164,-0.12442004085923057,123.0,TAPETE BANH. 038X058 RETANG.    6081,U - METAIS E ACESSORIOS,159658.2338076923
420161,-0.12426566574435395,54.0,"LAV.ROUPA 8,5 KG DIG. LES09  BR M220",D - ELETROS,1527146.2914375002
419192,-0.12423058830837459,21.0,"PORCEL.A 59X59 POL.MUNARI     1,39M2",C - PISOS E REVESTIMENTOS,38065.949250000005
467967,-0.12415588725875802,48.0,COND.SPLIT 18000 COND.38AGVC INV.159,D - ELETROS,453433.30725
475316,-0.12357521185756266,111.0,ROUPAO ADUL. QUIM. TAM.G  BLOODSTONE,"K - CAMA, MESA E BANHO",33988.395000000004
422473,-0.12352772723896356,157.0,PRATELEIRA 0.40X0.20 MDF C/SUP.BR/ND,O - MOVEIS,34492.185000000005
461073,-0.12344310324137685,81.0,ESPATULA BOLO IX ZOE          ATS08P,B - UTILIDADES DOMESTICAS,10452.855
467774,-0.12342917194917405,133.0,COND.SPLIT 9000 COND.S3UQ09 INV. 143,D - ELETROS,12492627.121930923
422472,-0.12339631358692199,147.0,PRATELEIRA 0.60X0.20 MDF C/SUP.BR/ND,O - MOVEIS,46614.33
35628,-0.12329270123499576,119.0,GRELHA PLS QUADRADA ESGOTO 10CM   CR,H - TUBOS E CONEXOES,17570.595
483022,-0.12319946719469108,62.0,COPO AGUA VID.300ML 06PC       14138,B - UTILIDADES DOMESTICAS,16033.888500000001
476539,-0.12292485517148359,78.0,CORTINA 300X250 VOIL LISO C.LUZ   CZ,V - DECORACAO,33416.04
464511,-0.12288637139377329,16.0,VITRINE VER 1P 522L    CCV355PC M220,N - INDUSTRIAL E NEGOCIOS,123226.425
484636,-0.12274226565365681,57.0,"KIT COMBO FURAD/PARAF IMP.18,0V  BAT",F - FERRAMENTAS,255670.38000000003
457656,-0.12270569339318672,81.0,LUMI.LED P/ARMARIO PILHA RD   BR 12V,I - ILUMINACAO,28075.719
465821,-0.12246674686810888,30.0,EXTRATOR SUCO  1/2HP EX SUPER   MBIV,N - INDUSTRIAL E NEGOCIOS,36886.815
167032,-0.12240973667501062,19.0,ESTUFA  4 BAND SP VC         W4 M127,N - INDUSTRIAL E NEGOCIOS,11702.145
396527,-0.12240387940524582,141.0,TOM.MOD.1M 2P+T 10A      BR 57115030,E - MATERIAIS ELETRICOS,128091.709375
470053,-0.12230943453679742,98.0,PLAFON CRIST. 1LP E27  LTC-202D 5903,I - ILUMINACAO,56995.785
478529,-0.12223920834067988,71.0,CORTINA 540X280 INOVE MON BAR     AR,V - DECORACAO,120534.036
384084,-0.12167578315442504,74.0,FRIGIDEIRA AL/CER.24        4791/356,B - UTILIDADES DOMESTICAS,29271.6375
459229,-0.12160864091044224,31.0,P.SABONETE CIM. 12CM        CZ 16847,U - METAIS E ACESSORIOS,7419.195000000001
475120,-0.12145223373143005,144.0,PISO ANTID. BASIC 50X70   SISAL 7207,"K - CAMA, MESA E BANHO",19480.44
476263,-0.12129560874594582,37.0,LENCOL JG QUEEN DPL LIBERATO    1004,"K - CAMA, MESA E BANHO",22586.7285
440828,-0.1212774431762235,83.0,ABRACAD.PLS ELET.       1/2  TMC  PT,E - MATERIAIS ELETRICOS,7819.14
346615,-0.12122777163329222,65.0,OLEO LUBR.SINT.HAV.      SN 0W20 1LT,A - AUTOMOTIVO,63892.605
92444,-0.12119563723870144,62.0,ACAB.REG.C40 4900 TARGA        CR/PQ,U - METAIS E ACESSORIOS,136674.888
407575,-0.12119503353310813,145.0,CESTA ORG. PLS 24X19CM        BR 823,B - UTILIDADES DOMESTICAS,34016.115
162134,-0.12104614559607273,135.0,CESTA ORG. PLS 19X29CM      BR 10806,B - UTILIDADES DOMESTICAS,101659.401375
422019,-0.12089784848798514,41.0,CERVEJEIRA 1P BCA10P2        PT M220,D - ELETROS,227354.70450000002
464887,-0.12058063613697553,66.0,BOMBA VIBRATORIA SAPPO ECO FIT  M220,M - MAQUINAS E MOTORES,114341.01
447380,-0.12004137793459098,25.0,PANELEIRO 70CM 3P/1G       OFW001521,O - MOVEIS,39869.1195
463736,-0.1199009238378212,32.0,CAPACETE  P/MOT. RAZOR SHA. AZ/VM 60,A - AUTOMOTIVO,20878.62
483565,-0.11983428041128083,77.0,CORTINA 240X170 RUSTICA NIGER     AR,V - DECORACAO,68772.41
420145,-0.11963656699132941,167.0,SUPORTE COND.SPLIT 7000/12000  400MM,D - ELETROS,129931.55000000002
418788,-0.11952077916849403,33.0,GRADE KIT C/ALIZARES     WENGUE 12CM,"G - PORTAS, JANELAS E FECHADURAS",40762.155
402011,-0.11920360865415726,26.0,REFRIG. 2P 340L FF    BR  CRM39 M127,D - ELETROS,376011.4155
427787,-0.11834600785898133,173.0,VASO PLANTA PLS RED.31CM     CZ 6804,J - JARDINAGEM,136788.995
463061,-0.11830691668625626,34.0,COOKTOP 4B ELET. VITR  73476 PT M220,D - ELETROS,116618.4915
436810,-0.11827258323232638,13.0,COIFA 90CM PRD. SLIM TP1192PT   M220,D - ELETROS,27193.530000000002
458349,-0.11822055324766696,190.0,LAMP.LED PAR20 7W  AM           MBIV,I - ILUMINACAO,254633.00100000002
464245,-0.1179968239556559,114.0,PISO FELP.CHEVRON 60X50      VD 3429,"K - CAMA, MESA E BANHO",42550.1055
473654,-0.11788787333516197,34.0,AP.JANTAR PORC.20PC GRAZIELA   11587,B - UTILIDADES DOMESTICAS,28469.668500000003
428368,-0.11755307202969353,107.0,SUPORTE P/TRILHO ACO         40CM PT,Q - BASICOS CONSTRUCAO,14863.905
479559,-0.1169690388956146,114.0,"REVEST.A 45X90 RIPA NERO      2,00M2",C - PISOS E REVESTIMENTOS,212561.328
477378,-0.1167832897615519,64.0,PORTA-TALHER                   10119,B - UTILIDADES DOMESTICAS,15219.004500000001
390651,-0.11658749442698096,128.0,CESTA ORG. PLS 30X39CM      RS 10818,B - UTILIDADES DOMESTICAS,38024.735
421455,-0.11658727833695025,9.0,"REVEST.A 35X59 RVE35420       2,05M2",C - PISOS E REVESTIMENTOS,4535.3175
55460,-0.11589434629383634,40.0,LAVAT.LOC.M.CARLO L81      GELO GE17,W - LOUCAS E PIAS,28439.88
477870,-0.11582794798806224,97.0,BANDEJA SERVIR MDF35X20         5670,B - UTILIDADES DOMESTICAS,20798.137500000004
455499,-0.11572688156359191,68.0,TINT.SPRAY LUMINOSO 400ML         LJ,S - TINTAS E QUIMICOS,4482.87
453176,-0.11551773039343909,126.0,PROTETOR COLCHAO KING BR 16706603001,"K - CAMA, MESA E BANHO",79092.09
342337,-0.11541232870920684,61.0,DUCHA HIGI.AQUAJET PETRA     CR 2195,U - METAIS E ACESSORIOS,154088.655
14539,-0.11477076144062014,35.0,BACIA SNT.SAVEIRO          0230 PG59,W - LOUCAS E PIAS,10367.91
258508,-0.1145524936441626,102.0,FECH.EX EB CR  1201             SOFT,"G - PORTAS, JANELAS E FECHADURAS",16684.710000000003
480282,-0.11434147180099223,41.0,COND.SPLIT 9000 EVAP.GWC09   INV.184,D - ELETROS,264228.77540490194
475915,-0.11430709945362826,96.0,COPO CAFE PLS 470ML            64258,B - UTILIDADES DOMESTICAS,16780.627500000002
470049,-0.11406349748262277,43.0,LUSTRE CRIST. 8LP E14   LTB-002 5029,I - ILUMINACAO,89494.9545
457936,-0.11366126824424481,112.0,COPO AGUA PLS 470ML         MELANCIA,B - UTILIDADES DOMESTICAS,8721.636
390649,-0.11335967217813214,122.0,CESTA ORG. PLS 30X39CM      CZ 10818,B - UTILIDADES DOMESTICAS,68908.035
452125,-0.11334407534548227,48.0,ESCOVA SECADORA 1200W ES-50 RS  MBIV,D - ELETROS,28459.515000000003
89652,-0.11333457932203361,70.0,PERSIANA VINIL  080X125 CZ,V - DECORACAO,32021.745000000003
477552,-0.11329303474887939,36.0,ROUPEIRO 1.36 2P/CO/2G     OFF/NT,O - MOVEIS,313257.69185
260298,-0.11311854212575272,46.0,"TINT.ESM.DIAL.B.AGUA BR 3,6L LARANJA",S - TINTAS E QUIMICOS,16016.805000000002
457162,-0.11309965041263466,145.0,TOALHA BANHAO SOLARE      OFF WH 403,"K - CAMA, MESA E BANHO",182067.42312500003
466540,-0.11306057607530244,49.0,VENT.COL.40CM 3V        VF4C PT M127,D - ELETROS,798011.7510830857
480255,-0.11204411203120462,82.0,FITA LED 5M  IP20 6W/M   AM IR80 12V,I - ILUMINACAO,65944.515
463303,-0.11190671739279852,19.0,COIFA 90CM ILH. TOUCH 90CIV  PT M220,D - ELETROS,147271.95
402785,-0.1118763513660902,66.0,PRATO RASO PORC.28CM SERENE     4677,B - UTILIDADES DOMESTICAS,9336.495
465268,-0.11185727249000124,139.0,PANO COPA P/BORDAR VIGO         7141,"K - CAMA, MESA E BANHO",36858.78
467625,-0.11165319145151453,109.0,POLTRONA PLS INFANTIL EST         AZ,"L - INFANTIL, LAZER E PETS",21548.31
436805,-0.11146034989648516,151.0,LIXEIRA PDL/BD IX 3.0L      3040/001,B - UTILIDADES DOMESTICAS,114183.39450000001
311854,-0.11127376761998709,39.0,VENT.TET.3P 2L         AIRES BR M127,D - ELETROS,360179.4866818182
465260,-0.11120369365336998,62.0,TOALHA MESA 140X210 CHARLOTTE  28798,"K - CAMA, MESA E BANHO",13047.825
384254,-0.11080393475687629,97.0,COPO AGUA VID.300ML         RS 17750,B - UTILIDADES DOMESTICAS,20573.259000000002
167481,-0.1107799481034174,61.0,BACIA SNT.FIT             66303 BR01,W - LOUCAS E PIAS,44155.545
458753,-0.11073392091322232,87.0,PRATO FUNDO PORC.23CM RUSTICO VD 505,B - UTILIDADES DOMESTICAS,15716.2215
385797,-0.11059493875616182,61.0,BACIA KIT COMPL. CLEAN            BR,W - LOUCAS E PIAS,386113.77
451069,-0.11056782435417511,124.0,CANECA PLS 350ML            CH D 110,B - UTILIDADES DOMESTICAS,5622.067500000001
344697,-0.11055072333065837,80.0,MESA PLS INF VERSA             BR/AZ,"L - INFANTIL, LAZER E PETS",50948.31
458065,-0.11053351307187419,71.0,LUMI.COLUNA 1.30 MAD.PELICANO   1324,I - ILUMINACAO,45917.445
472126,-0.11053072580176843,81.0,PRATO SMES.CER.18CM           100728,B - UTILIDADES DOMESTICAS,24298.9509
435659,-0.1100755495792897,29.0,"REVEST.A 32,5X59 ESTRELA C. AC1,53M2",C - PISOS E REVESTIMENTOS,30064.603275
46898,-0.11005708414200277,88.0,CADEIRA PRAIA PLS GUAR.  BR 92051010,"L - INFANTIL, LAZER E PETS",40518.7335
461778,-0.10957667757561944,91.0,LIVRO BOX DE HISTORIAS MICKEY   0201,"L - INFANTIL, LAZER E PETS",12415.935
430292,-0.10934153863241228,80.0,ARMARIO AEREO 1.20 1P   FRJ   500330,O - MOVEIS,401183.2965
477352,-0.1091704303403553,106.0,TOALHA JG 2PC GRECIA CINTA   BR 1011,"K - CAMA, MESA E BANHO",328174.6642045455
454967,-0.10897116904803575,56.0,LAV.ROUPA 14KG DIG LED14   BR M220,D - ELETROS,1072289.4105
189137,-0.10889915116899339,88.0,TOM.MOD.1M 2P+T 10A  SN4165S BR LLIG,E - MATERIAIS ELETRICOS,73543.365
459078,-0.10884012252815785,137.0,TOALHA RST SKY OFF WHITE         403,"K - CAMA, MESA E BANHO",26513.896500000003
464748,-0.10861579048367584,62.0,ENF ESCULTURA CER 26CM BARB   100308,V - DECORACAO,24956.820000000003
475208,-0.10858593519066767,76.0,APARADOR SALA 1.36 ALDO      AMD/OFF,O - MOVEIS,146232.76499999998
457188,-0.10855742938882187,154.0,TOALHA RST SOLARE         DENIN 2201,"K - CAMA, MESA E BANHO",36485.82525
409247,-0.10840173528654823,66.0,LUSTRE LED 3EM1 35W  CR   LP-01 3014,I - ILUMINACAO,70410.312
466739,-0.10770488463910015,100.0,GUARDANAPO TEC.04UN         RS 48301,B - UTILIDADES DOMESTICAS,26601.6345
403806,-0.1075745590394454,80.0,PRATO FUNDO CER.22CM GRECIA AE015108,B - UTILIDADES DOMESTICAS,8103.585
464203,-0.10757455767662011,96.0,TOALHA BNH BELLA  CZ OPALESCENTE 775,"K - CAMA, MESA E BANHO",17813.019
459686,-0.10745982980300767,48.0,"PORCEL.A 90X90 ESM.ELEM.GR SAT2,40M2",C - PISOS E REVESTIMENTOS,329073.54480000003
475536,-0.10731175208910396,80.0,TOALHA JG 2PC FLORE. CINTA        CZ,"K - CAMA, MESA E BANHO",45723.321
447057,-0.10682121579279794,61.0,SPOT EMB. PLS  PAR20  4L BR  RECUADO,I - ILUMINACAO,33033.525
460120,-0.1065986582896923,67.0,LEITEIRA VID. 500ML            29126,B - UTILIDADES DOMESTICAS,11106.459
453466,-0.106341727069236,91.0,DISPOSIT.SURTO ELET.2P+T 20A 90G  TP,E - MATERIAIS ELETRICOS,29423.730000000003
450482,-0.10632308492729385,66.0,LUSTRE MET. ESPIRAL  5LP G9  DO 5319,I - ILUMINACAO,83750.541
479034,-0.10631680299260102,8.0,CONSERV.HOR 1P 503L  HCED503-1C M127,N - INDUSTRIAL E NEGOCIOS,35445.165
403671,-0.10611000170628952,125.0,FERVEDOR ANTIAD.S/T 14    9295304944,B - UTILIDADES DOMESTICAS,45307.9515
471796,-0.10550589266208593,137.0,REFLETOR LED AL.50W          5956 VD,I - ILUMINACAO,75541.9525
452121,-0.10524904496805296,56.0,FRITAD.ELET.4L AFN-40-BI     PT M220,D - ELETROS,516742.12123026315
444103,-0.10519059294805708,64.0,FACA OSTRA 14CM            PT CK3481,B - UTILIDADES DOMESTICAS,1963.9410000000003
467870,-0.10503369498338411,105.0,PISO FELP. BELIZE BG            1534,"K - CAMA, MESA E BANHO",21375.69
483605,-0.1047563620302875,80.0,"CER.A 60X60 FORUM EXT RT      2,12M2",C - PISOS E REVESTIMENTOS,174341.70012
487012,-0.10443756038703998,31.0,TV LED 65 UHD SMT 4K QNED 65QNED80TS,R - ELETRONICOS,482282.0625
480979,-0.1041452873727061,45.0,"PORCEL.A 100X100 ESM. AVE.B.AC2,00M2",C - PISOS E REVESTIMENTOS,404088.636
466908,-0.10399534213107568,136.0,LENCOL JG SOLTE DPL ATTUALE   SORT 3,"K - CAMA, MESA E BANHO",78097.74
457654,-0.10395485901709056,103.0,SPOT LED TRILHO PT   7W      BR MBIV,I - ILUMINACAO,43963.395000000004
475213,-0.1034105377665246,86.0,LUSTRE SILIC.          E27 BR NE-701,I - ILUMINACAO,13413.7395
436806,-0.10299009509028419,117.0,LIXEIRA PDL/BD IX 5.0L      3040/002,B - UTILIDADES DOMESTICAS,80376.91200000001
464242,-0.10266948578734139,82.0,PISO JACQUARD LOFT 60X50      RS 383,"K - CAMA, MESA E BANHO",8069.67
437526,-0.10235492066497408,94.0,PERSIANA ROLO 160X140 TRANSLUC 868BG,V - DECORACAO,46334.61
473443,-0.10220039514797795,107.0,"PORCEL.A 60X120 EPO.ARAMIS WH 2,20M2",C - PISOS E REVESTIMENTOS,341802.615
488504,-0.10156065507378553,28.0,POLTRONA RECL LINHO SOFIA    BG 3899,O - MOVEIS,109296.60000000002
454103,-0.10152647297233029,91.0,REFRIG. 2P 386L FF CRM44ABB  BR M220,D - ELETROS,7017098.304546934
470858,-0.10149135298576958,67.0,COND.SPLIT 18000 COND.AR18CV INV.172,D - ELETROS,1393806.240775
465696,-0.10134696094329618,157.0,PORTA-SHAMPOO REGISTRO BR     OR0082,U - METAIS E ACESSORIOS,42387.450000000004
436771,-0.10124694711689898,163.0,FIBRA LIMPEZA FIBRACO PT 5PC    7192,N - INDUSTRIAL E NEGOCIOS,57496.7925
356981,-0.1012270648136395,37.0,"REVEST.A 30X90 CUBIC BLACK AC 1,62M2",C - PISOS E REVESTIMENTOS,26577.121410000003
431549,-0.10112090746375851,31.0,BELICHE MDF 1.54X1.93 KIT C/PE    GR,O - MOVEIS,108400.21500000001
429456,-0.1010142358692623,197.0,TOM.CJ.2T 2P+T 10A        LGX303 POP,E - MATERIAIS ELETRICOS,534192.1515833334
431328,-0.10091814688375932,16.0,"PORCEL.A 60X120 NAT.BLANC CARM1,43M2",C - PISOS E REVESTIMENTOS,28966.3374
429473,-0.10073817767469297,169.0,INT.PAR CJ.3S    10A LGX222      POP,E - MATERIAIS ELETRICOS,47874.435
459072,-0.10065451685093332,139.0,TOALHA BNH SKY OFF WHITE         403,"K - CAMA, MESA E BANHO",38420.0495
428357,-0.10063191674267562,166.0,MAO FRANCESA ACO 35CM FORTE       PT,Q - BASICOS CONSTRUCAO,40497.765
336766,-0.10027087439749421,71.0,ESMERILHA.ANG 4.1/2 700W 9002JQ  220,F - FERRAMENTAS,260319.36349999998
354967,-0.1000846814701329,11.0,"PORCEL.A 60X60 ESM.NORD CEM.RT1,43M2",C - PISOS E REVESTIMENTOS,14842.08726
458811,-0.09970879657718093,128.0,TOALHA JG 2PC DUAL AIR C/CINTA    RS,"K - CAMA, MESA E BANHO",68920.1415
319809,-0.09950101562423895,71.0,DUCHA FIT   EL. PT    6800W 682 M220,U - METAIS E ACESSORIOS,101853.255
374675,-0.0993871102815561,97.0,PERSIANA ROLO 140X170  ZEBRA PL B109,V - DECORACAO,154424.55
449823,-0.09932803105690945,162.0,REFLETOR LED AL.10W.ESPETO   IP65 VD,I - ILUMINACAO,99926.715
460586,-0.09888896338386169,105.0,VASO DEC.PU 10CM NT       L.1200MN-3,V - DECORACAO,8546.055
259971,-0.09818866282003796,18.0,LUVA PPR F/F                    32MM,H - TUBOS E CONEXOES,484.89000000000004
