CODIGO,DESCRICAO,NIVEL_1,qtd_vendida,receita,qtd_transacoes,lojas_distintas
343337,VITRINE VER 1P 284L REFRIG. VCFVM127,N - INDUSTRIAL E NEGOCIOS,8.0,40486.215000000004,8,3
202149,CUBA LOC.APOIO 35CM RED.R1      PT02,W - LOUCAS E PIAS,101.0,40461.75,90,9
420253,CADEIRA FIBRA INF SOFIA           VM,"L - INFANTIL, LAZER E PETS",215.0,40450.41,105,9
476243,PAPELEIRA C/ADESIVO           PT 267,U - METAIS E ACESSORIOS,875.0,40434.3975,633,9
298430,BACIA SNT.P/ACOPL.AZALE.PLS9135 PG59,W - LOUCAS E PIAS,67.0,40384.89,57,9
458760,PRATO RASO PORC.28CM    ROSE HO 0503,B - UTILIDADES DOMESTICAS,1814.0,40383.777,364,7
475557,TOALHA RST SOLARE             PT 900,"K - CAMA, MESA E BANHO",2138.0,40361.874,1035,9
353719,TAPETE BANH.PLS 61X36CM J-6136 AZ,U - METAIS E ACESSORIOS,1089.0,40315.905,705,9
446688,BUFFET 1.60X0.78 4P         OFF/NOCE,O - MOVEIS,43.0,40243.98,42,9
288516,DUCHA SMART MT.   6400W         M220,U - METAIS E ACESSORIOS,238.0,40237.68000000001,185,9
336471,"REVEST.A 30X90 CRISTALO AC    1,62M2",C - PISOS E REVESTIMENTOS,398.52,40222.59444,36,8
452423,POTE PLS 2.3L HERM.         CH OB700,B - UTILIDADES DOMESTICAS,986.0,40074.594000000005,558,9
444086,TAMPA P/ CAIXA DE AR COND 56X76   BR,D - ELETROS,205.0,40043.115,153,7
389334,"PORCEL.A 84X84 ESM.QUARTZO AC 1,41M2",C - PISOS E REVESTIMENTOS,332.76,40011.993,25,5
441750,PRATO SMES.CER.20CM BABET   AZ 91659,B - UTILIDADES DOMESTICAS,2706.0,39972.24105,539,9
480583,GARRAFA TERM.1L            PT DL2101,B - UTILIDADES DOMESTICAS,513.0,39959.3775,429,9
473269,DESCANSO PRATO/PAN.BAMBU        6172,B - UTILIDADES DOMESTICAS,6080.0,39914.773850000005,1023,9
441426,SELANTE PU40 BR CONSTRUCAO     360G,S - TINTAS E QUIMICOS,1141.0,39904.200000000004,441,8
274459,FRITADOR 2 CESTOS ELETR. FED20N M220,N - INDUSTRIAL E NEGOCIOS,22.0,39874.380000000005,21,6
447380,PANELEIRO 70CM 3P/1G       OFW001521,O - MOVEIS,34.0,39869.1195,31,6
383785,CUBA LOC.SOB.QUAD.C/M.L129 GELO GE17,W - LOUCAS E PIAS,28.0,39868.395000000004,22,6
464521,CUBA LOC.APOIO RED.    D1       BEGE,W - LOUCAS E PIAS,82.0,39810.225000000006,69,8
483723,ESTANTE 0.57X0.95 PLS 4P          RS,O - MOVEIS,268.0,39798.36,221,9
477323,TOALHA BANHAO TORONTO        BG 3144,"K - CAMA, MESA E BANHO",446.0,39706.170000000006,264,9
183176,ADAPTA.P/MAQ.LAVAR LOUCA         AML,H - TUBOS E CONEXOES,1939.0,39630.71,1416,9
403424,"FONTE P/LED 12V 3,0 A 36W IP20  MBIV",I - ILUMINACAO,437.0,39533.088,281,8
465827,"LIQUID.INDL 6,0L BAIXA ROT.LS06 MBIV",N - INDUSTRIAL E NEGOCIOS,29.0,39527.565,27,5
472947,PANO AMER.RED 38CM              0061,B - UTILIDADES DOMESTICAS,1406.0,39527.145,394,9
479230,PAINEL TV 1.80 VITORIA REGIA  PER/NT,O - MOVEIS,32.0,39507.19500000001,29,6
430405,"REVEST.A 30X90 WHITE PARK.MAT 1,07M2",C - PISOS E REVESTIMENTOS,268.57,39461.52189,36,4
405773,PISO FELP.ROYAL 45X70        VD 7117,"K - CAMA, MESA E BANHO",1769.0,39447.1665,922,9
434971,TOALHA RST LUMINA NAVAL/AZ   3675255,"K - CAMA, MESA E BANHO",973.0,39441.087,693,9
488935,LUMI.LED PLS TARTARUGA BR 9W      BR,I - ILUMINACAO,3202.0,39430.14716666667,337,8
394058,"REVEST.A 33,5X60 ALICANTE AC  2,41M2",C - PISOS E REVESTIMENTOS,522.97,39405.70515,78,8
479223,APARADOR SALA 1.20 XEXEU      PER/NT,O - MOVEIS,57.0,39323.97,50,10
149054,INDICADOR VOLTAGEM EZ ALERT,F - FERRAMENTAS,389.0,39259.604999999996,313,8
417460,ALMOFADA 45X45 FUTTON LINHO CRU 1003,V - DECORACAO,396.0,39211.62,180,8
468857,SILICONE ACETICO TR CASCOLA     280G,S - TINTAS E QUIMICOS,1337.0,39211.4835,609,8
388536,PORTA MAD.LISA 080X210WENGUE PREMIUM,"G - PORTAS, JANELAS E FECHADURAS",95.0,39192.405,79,7
400463,EXTRATOR SUCO  1/4HP       EX  MBIV,N - INDUSTRIAL E NEGOCIOS,53.0,39024.72,52,9
90956,"TINT.ACR.DELANIL    FC  3,6L CONCRTO",S - TINTAS E QUIMICOS,397.0,39023.0925,290,9
472438,ARAND.SOLAR 3W AM       IP66 HM36663,I - ILUMINACAO,855.0,39020.73,436,9
476534,CORTINA 240X160 VOIL LISO C.LUZ   BR,V - DECORACAO,260.0,38939.565,206,9
429469,INT.2S 1SPL+1PAR  10A     LGX102 POP,E - MATERIAIS ELETRICOS,1813.0,38926.755,1097,9
474981,TOALHA BNH LIZZIE            AZ 2424,"K - CAMA, MESA E BANHO",1730.0,38921.002875,863,9
390654,SABONET.BANC.ACR.OVAL  BR 20857/0007,U - METAIS E ACESSORIOS,2031.0,38920.245,1223,9
443959,CAPA P/CADEIRA MALHA ESTAMP.XAD.1208,V - DECORACAO,1358.0,38898.594,370,9
461748,"LAMP.LED MINI E27 4,8W   BL  BR MBIV",I - ILUMINACAO,2255.0,38897.6,893,9
451891,"ENFEITE ARV.URSO 9,0CM       NAT0169",T - ARTIGOS DE EPOCA,2656.0,38893.951250000006,213,9
402994,SILICONE ACETICO TR VID/ALUM.   250G,S - TINTAS E QUIMICOS,1203.0,38832.6225,730,9
481454,LIQUID. 2V  7000W       LQ35 PT M220,D - ELETROS,148.0,38813.5545,120,6
446696,BALCAO COZ. MDF CANTO FRJ/OFW 500333,O - MOVEIS,59.0,38538.57,54,8
456595,CERA SUPER VINTEX               200G,A - AUTOMOTIVO,1876.0,38533.516,1474,9
371496,ESTUFA  6 BAND DP VC ACL 586BD  M220,N - INDUSTRIAL E NEGOCIOS,48.0,38459.61,45,9
459072,TOALHA BNH SKY OFF WHITE         403,"K - CAMA, MESA E BANHO",959.0,38420.0495,385,9
415075,LUSTRE PALHA CHINES           VPS4-4,I - ILUMINACAO,269.0,38407.53,153,9
461401,COLCHA KING+P.TRAV 3PC JASMINE    GF,"K - CAMA, MESA E BANHO",229.0,38389.785,200,9
422541,PRATELEIRA 0.40X0.20 MAD C/S   MR/PN,O - MOVEIS,658.0,38378.865000000005,446,9
478377,COLCHA KING+P.TRAV 3PC BASIC     CAR,"K - CAMA, MESA E BANHO",239.0,38331.4155,161,9
373836,"PIA IX    1C 1,05   FC S/V 93040/526",W - LOUCAS E PIAS,98.0,38284.26,90,8
462919,COLCHA CASAL+P.TRAV 3PC JASMINE AZ.P,"K - CAMA, MESA E BANHO",298.0,38269.875,224,9
387056,"CER.A 60X60 NEW TEC        P4 2,50M2",C - PISOS E REVESTIMENTOS,1005.0,38224.725000000006,43,7
464730,ARMARIO AEREO 0.80         BR 500658,O - MOVEIS,83.0,38105.76,80,9
419192,"PORCEL.A 59X59 POL.MUNARI     1,39M2",C - PISOS E REVESTIMENTOS,362.79,38065.949250000005,32,6
390651,CESTA ORG. PLS 30X39CM      RS 10818,B - UTILIDADES DOMESTICAS,1123.0,38024.735,611,9
475944,FACA JG 4PC                    53717,B - UTILIDADES DOMESTICAS,1066.0,37998.947,807,9
444085,TAMPA P/ CAIXA DE AR COND 52X65   BR,D - ELETROS,210.0,37943.5455,155,7
475732,TACA GIN VID.790ML 04PC      1051328,B - UTILIDADES DOMESTICAS,585.0,37938.642,365,9
450833,TOALHA BNH COSMOPOLITAN  OFF-WHI 403,"K - CAMA, MESA E BANHO",630.0,37928.1,314,9
372512,"PORCEL.A 90X90 ESM.MUNARI M.EX1,63M2",C - PISOS E REVESTIMENTOS,314.59000000000003,37782.731700000004,15,2
466822,TOALHA BNH COSMOPOLITAN VD MUSG 1178,"K - CAMA, MESA E BANHO",608.0,37779.21,478,9
162135,CESTA ORG. PLS 14X19CM       BR 0007,B - UTILIDADES DOMESTICAS,5738.0,37764.531,1658,9
459314,COPO LONG VID.390ML 06PC         015,B - UTILIDADES DOMESTICAS,507.0,37734.0495,336,9
457644,SPOT LED TRILHO BR  12W      BR MBIV,I - ILUMINACAO,745.0,37727.865000000005,181,9
476324,SABONET.PARD.  C/ADESIVO      PT 261,U - METAIS E ACESSORIOS,623.0,37555.14,507,9
454890,"LAMP.LED AR70 4,8W AM GU10 3000K BIV",I - ILUMINACAO,846.0,37531.095,263,8
418420,CORTINA 200X230 MESSINA      MF 2606,V - DECORACAO,135.0,37483.32,107,8
478852,CERA P/MADEIRA MADEWAX  INCOLOR 150G,B - UTILIDADES DOMESTICAS,928.0,37456.86,698,9
465828,LIQUID.INDL 10L  BAIXA ROT.LS10 MBIV,N - INDUSTRIAL E NEGOCIOS,27.0,37442.16,24,3
468894,"FITA ADES. GRAMA ROLO        0,15X5M",V - DECORACAO,686.0,37408.245,402,9
480948,KIT 3 ROLO PINT S/SUP.  23CM 6137600,S - TINTAS E QUIMICOS,861.0,37286.3505,579,9
427701,"PISO VINIL.LVT 19,2X123 MANACA4,72M2",C - PISOS E REVESTIMENTOS,467.28,37260.59568,23,4
416153,FORNO ELET.09L         FT9B2 PT M220,D - ELETROS,106.0,37204.44,103,6
403669,CACAROLA ANTIAD.24     PT 9295304942,B - UTILIDADES DOMESTICAS,183.0,36980.895,157,6
451868,PANELA JG AL/VD.07PC     VM 7301/402,B - UTILIDADES DOMESTICAS,81.0,36936.0705,72,8
453462,DISPOSIT.SURTO ELET.2P+T 10A 90G  TP,E - MATERIAIS ELETRICOS,563.0,36912.01500000001,340,9
465821,EXTRATOR SUCO  1/2HP EX SUPER   MBIV,N - INDUSTRIAL E NEGOCIOS,43.0,36886.815,43,7
467065,TOALHA BANHAO CAPRI AZUL ENCANT.2476,"K - CAMA, MESA E BANHO",529.0,36886.605,410,9
418901,"PORCEL.A 59X59 ESM. SONAR CAM.1,39M2",C - PISOS E REVESTIMENTOS,339.15999999999997,36862.73745,52,5
467112,TOALHA JG 2PC SANTORINI C/CINTA   AZ,"K - CAMA, MESA E BANHO",423.0,36858.843,296,9
465268,PANO COPA P/BORDAR VIGO         7141,"K - CAMA, MESA E BANHO",1694.0,36858.78,949,9
476535,CORTINA 240X160 VOIL LISO C.LUZ   MF,V - DECORACAO,249.0,36761.130000000005,192,9
454579,FOGAO INDL.3B MISTO BAIXA PRESSAO E3,N - INDUSTRIAL E NEGOCIOS,33.0,36629.04,30,7
435663,"REVEST.A 32,5X59 LOSANGO CZ AC1,53M2",C - PISOS E REVESTIMENTOS,455.94,36609.95016,56,6
298487,BACIA SNT.P/ACOPL.CITY PLUS12035PT02,W - LOUCAS E PIAS,53.0,36603.945,50,8
390646,CESTA ORG. PLS 19X29CM      RS 10806,B - UTILIDADES DOMESTICAS,3064.0,36591.03,1252,9
261159,TORNEIRA ELET.MESA CR SENS.1188 M220,U - METAIS E ACESSORIOS,12.0,36581.475000000006,7,5
388535,PORTA MAD.LISA 070X210WENGUE PREMIUM,"G - PORTAS, JANELAS E FECHADURAS",86.0,36557.535,55,6
222409,SANDUICH.ELET.GRILL    CROME IX M127,D - ELETROS,215.0,36555.1305,185,3
457188,TOALHA RST SOLARE         DENIN 2201,"K - CAMA, MESA E BANHO",1914.0,36485.82525,1167,9
440062,"PORCEL.A 90X90 ESM.VENA.GR SAT2,40M2",C - PISOS E REVESTIMENTOS,367.2,36359.996399999996,35,4
476720,TOALHA BANHAO OLIMPO         VD 1066,"K - CAMA, MESA E BANHO",366.0,36230.354999999996,279,9
311863,VENT.MES.20CM MINI CLIP BR 3247 M127,D - ELETROS,275.0,36220.17,215,3
480510,MOEDOR PIMENTA/SAL MAD.21CM    13370,B - UTILIDADES DOMESTICAS,998.0,36099.987,656,9
475315,ROUPAO ADUL. TEXTU. TAM.G   RS SUAVE,"K - CAMA, MESA E BANHO",356.0,36000.72,320,9
12437,BACIA SNT.INFANTIL        08254 BR01,W - LOUCAS E PIAS,64.0,35998.200000000004,46,9
443698,"REVEST.C 37X74 MP37062     RT 1,92M2",C - PISOS E REVESTIMENTOS,856.32,35903.750400000004,48,2
429686,"REVEST.A 30X90 COLMEIA CIME.AC1,62M2",C - PISOS E REVESTIMENTOS,388.8,35783.51175,73,8
465826,"LIQUID.INDL 2,0L BAIXA ROT.LS02 MBIV",N - INDUSTRIAL E NEGOCIOS,26.0,35751.765,25,5
415078,LUSTRE PALHA CAROLA          VPS31-4,I - ILUMINACAO,143.0,35717.325,98,8
475296,CAPA ALM. 43X43 GEO COLOR   CAP-0106,V - DECORACAO,1695.0,35593.719,657,9
371452,ARAND.LED PLS.   AM 8W     MBIV/2267,I - ILUMINACAO,712.0,35581.56,396,9
429484,TOM.CJ.TV                 LGC060 POP,E - MATERIAIS ELETRICOS,1626.0,35572.845,734,9
450827,MESA 1.60X0.80 CJ/06CAD. VD  NAT/OFF,O - MOVEIS,17.0,35570.8185,16,7
474980,TOALHA BNH LIZZIE            VD 2175,"K - CAMA, MESA E BANHO",1550.0,35540.0545,796,9
463302,COIFA 90CM ILH. TOUCH 90CIV  PT M127,D - ELETROS,9.0,35524.44,7,2
442528,"PORCEL.A 60X120 EPO.PULPIS CRE1,44M2",C - PISOS E REVESTIMENTOS,218.88,35492.9904,23,5
171341,RESIST.DUCH.GOR.4T  5450W       M127,U - METAIS E ACESSORIOS,949.0,35483.72625,386,3
479034,CONSERV.HOR 1P 503L  HCED503-1C M127,N - INDUSTRIAL E NEGOCIOS,9.0,35445.165,9,3
452183,PLAFON CRISTAL RED. ROMA     PT 0003,I - ILUMINACAO,152.0,35437.815,123,8
486234,COPO ROCKS VID.360ML 06PC      29313,B - UTILIDADES DOMESTICAS,530.0,35348.502,362,9
447374,ARMARIO AEREO 1.20 2P     GRF001720,O - MOVEIS,51.0,35273.7,48,7
470057,ARAND.MET/CRIST. 005 1LP E14 DO 5901,I - ILUMINACAO,99.0,35215.74,64,8
466666,GARRAFA TERM.1L ROLHA        VM 1808,B - UTILIDADES DOMESTICAS,1120.0,35101.815,698,9
483679,LENCOL JG CASAL DPL 150F     AM 7680,"K - CAMA, MESA E BANHO",163.0,35023.485,150,9
451494,CORTINA 200X160 C.LUZ          LT/CZ,V - DECORACAO,401.0,35005.845,272,9
464520,CUBA LOC.APOIO RED.    D1 MATE BLACK,W - LOUCAS E PIAS,70.0,34882.155000000006,55,9
425544,SUPORTE COND.SPLIT 9000/18000  500MM,D - ELETROS,310.0,34863.57,251,9
415074,LUSTRE PALHA BOLA            VPS33-4,I - ILUMINACAO,100.0,34812.645000000004,79,9
471711,PANELA JG AL/CER.05PC FENDI 4812/102,B - UTILIDADES DOMESTICAS,60.0,34723.101,58,7
470561,LUSTRE LED 3EM1 36W  PT LP-700P 5816,I - ILUMINACAO,75.0,34671.315,67,9
146398,"TINT.ACR.LIMP.FACIL SB  3,6L BR.GELO",S - TINTAS E QUIMICOS,251.0,34653.465000000004,194,9
468856,SILICONE ACETICO BR CASCOLA     280G,S - TINTAS E QUIMICOS,1087.0,34651.207500000004,390,8
447498,EXTRATORA ASPIR.   4/20 CLASSIC  220,M - MAQUINAS E MOTORES,17.0,34648.740000000005,17,7
478359,JARRA ACR. 2.2L                  BPT,B - UTILIDADES DOMESTICAS,391.0,34606.6245,307,9
472194,PRATO FUNDO CER.20CM          092976,B - UTILIDADES DOMESTICAS,2745.0,34549.7166,351,5
422473,PRATELEIRA 0.40X0.20 MDF C/SUP.BR/ND,O - MOVEIS,614.0,34492.185000000005,412,9
477335,TOALHA RST TORONTO           RS 1354,"K - CAMA, MESA E BANHO",1086.0,34406.5365,615,9
482634,APARADOR SALA 1.20 DEMADERO      OFF,O - MOVEIS,78.0,34398.42,64,11
470017,DUCHA MASTER BANHO EL. BR 6800W M220,U - METAIS E ACESSORIOS,174.0,34352.01,153,9
260320,"TINT.ESM.DIAL.B.AGUA BR 3,6L  MARFIM",S - TINTAS E QUIMICOS,223.0,34350.435000000005,154,9
470344,APARADOR SALA 0.95X0.35 CAFE   NT,O - MOVEIS,83.0,34346.34,80,11
463965,CABECEIRA CASAL GRÉCIA           OFF,O - MOVEIS,29.0,34338.675,28,5
488241,PRATELEIRA 0.45X0.10 MDF/ACO  DO/MAD,O - MOVEIS,656.0,34321.231,356,9
446284,"PORCEL.A 90X90 ESM.ABSOL.BROW1,60M2",C - PISOS E REVESTIMENTOS,316.8,34307.3136,28,4
356780,"REVEST.A 45X90 PLACE RETRO BR 1,62M2",C - PISOS E REVESTIMENTOS,370.98,34211.97486,49,8
165444,UNIAO SOLDAVEL                  60MM,H - TUBOS E CONEXOES,336.0,34199.3085,186,2
468717,PISO S/ANTID. BASIC 50X70  ROSA 3669,"K - CAMA, MESA E BANHO",2091.0,34123.77096153846,853,9
475580,LENCOL JG SOLTE DPL STUDIO MIX SORT2,"K - CAMA, MESA E BANHO",465.0,34107.675,275,8
468310,LENCOL JG CASAL DPL CRYSTAL   FLECHE,"K - CAMA, MESA E BANHO",197.0,34078.065,176,9
477338,TOALHA RST TORONTO           VD 3071,"K - CAMA, MESA E BANHO",1074.0,34055.427,619,9
467892,COLCHA SKING+P.TRAV 3PC LYON   SORT1,"K - CAMA, MESA E BANHO",90.0,34042.049999999996,85,7
440611,BALANCA ELET. 35KG BAT.DCLB       PT,N - INDUSTRIAL E NEGOCIOS,36.0,34039.74,35,8
407575,CESTA ORG. PLS 24X19CM        BR 823,B - UTILIDADES DOMESTICAS,1402.0,34016.115,789,9
461377,COLCHA SOLTE+P.TRAV 2PC JASMINE VD.O,"K - CAMA, MESA E BANHO",338.0,33999.021,232,9
461366,COLCHA SOLTE+P.TRAV 2PC JASMINE   RS,"K - CAMA, MESA E BANHO",345.0,33990.495,237,9
475316,ROUPAO ADUL. QUIM. TAM.G  BLOODSTONE,"K - CAMA, MESA E BANHO",520.0,33988.395000000004,384,9
104342,"CABO ANTICH.SUP.FLEX(R100M) 2,5MM BR",E - MATERIAIS ELETRICOS,13900.0,33962.88,106,6
427376,MAO FRANCESA ACO 38CM PESADA      BR,Q - BASICOS CONSTRUCAO,879.0,33945.555,318,9
486523,TOALHA RST LINEA               BR 01,"K - CAMA, MESA E BANHO",1161.0,33925.395,446,9
488492,CABECEIRA CASAL COLUMBIA      NT/OFF,O - MOVEIS,42.0,33849.69,38,5
472108,PRATO RASO CER.26CM           127737,B - UTILIDADES DOMESTICAS,2676.0,33831.1365,391,5
379553,FRITAD.ELET.AGUA/OLEO 18L FT3182M220,N - INDUSTRIAL E NEGOCIOS,22.0,33817.245,21,8
469637,FRONHA TRAVESS.CORPO 40X130 LISA TAN,"K - CAMA, MESA E BANHO",1026.0,33812.7615,608,9
478180,JARRA VID.1.1L               PCL1180,B - UTILIDADES DOMESTICAS,1486.0,33750.0345,719,9
428605,"CER.A 58X58 PSI66680       P4 2,68M2",C - PISOS E REVESTIMENTOS,1179.2,33675.138,53,5
445975,PAINEL LED EMB. 30W BR  62X31   MBIV,I - ILUMINACAO,87.0,33599.16,57,7
449523,PROTETOR COLCHAO QUEEN IMPERM.    BR,"K - CAMA, MESA E BANHO",343.0,33536.296500000004,249,7
473557,"PORCEL.A 60X60 ESM.CEMENT.ACQU2,20M2",C - PISOS E REVESTIMENTOS,396.0,33519.948000000004,12,2
8588,CHAVE FEN.TESTE 12V DIGITAL 307 M220,E - MATERIAIS ELETRICOS,2011.0,33497.345,1397,9
469735,PANO AMER.44X29 BAMBU       AMER0070,B - UTILIDADES DOMESTICAS,2994.0,33496.449,775,9
421194,COIFA 90CM PRD.  28019-63484 PR M127,D - ELETROS,18.0,33477.045000000006,18,3
447270,LUSTRE LED 3EM1  3W   DO NTL001 5302,I - ILUMINACAO,112.0,33432.21,75,9
476539,CORTINA 300X250 VOIL LISO C.LUZ   CZ,V - DECORACAO,118.0,33416.04,111,9
477337,TOALHA RST TORONTO           AZ 1676,"K - CAMA, MESA E BANHO",1077.0,33396.531,611,9
480908,COMODA 1.34X0.92 4G               NV,O - MOVEIS,39.0,33364.905,35,5
475539,TOALHA BNH COSMOPOLITAN   TELHA 7285,"K - CAMA, MESA E BANHO",542.0,33305.8845,425,9
447984,TAPETE SALA 060X100     BERLIM SORT6,V - DECORACAO,1006.0,33301.17,528,9
478995,SUPORTE COND.SPLIT 7000/12000  450MM,D - ELETROS,382.0,33246.990000000005,304,9
297979,PORTA-TALHER PALHA SINT.     YK14640,B - UTILIDADES DOMESTICAS,273.0,33071.745,237,8
476923,TOALHA RST LUMINA         RS 60238/8,"K - CAMA, MESA E BANHO",818.0,33041.001000000004,633,9
447057,SPOT EMB. PLS  PAR20  4L BR  RECUADO,I - ILUMINACAO,172.0,33033.525,93,8
331172,"REVEST.A 30X90 DIAMANTE BR AC 1,62M2",C - PISOS E REVESTIMENTOS,372.6,32983.35957,36,5
472098,PRATO RASO CER.26CM           102543,B - UTILIDADES DOMESTICAS,2773.0,32963.056,377,5
421752,XICARA CHA CER.200ML C/P    VM 88338,B - UTILIDADES DOMESTICAS,2174.0,32949.042,478,7
434965,TOALHA RST LUMINA AR/MR      3675018,"K - CAMA, MESA E BANHO",872.0,32925.375,544,9
421659,PRATO RASO CER.26CM         VM 88335,B - UTILIDADES DOMESTICAS,2390.0,32922.64,290,6
81125,TORNEIRA PIA COZ. B.MOV. 1167     CR,U - METAIS E ACESSORIOS,35.0,32869.41,30,7
427189,PISO FELP.CHEVRON 60X50     VH  391,"K - CAMA, MESA E BANHO",2132.0,32863.0785,1149,9
472119,PRATO SMES.CER.18CM           092865,B - UTILIDADES DOMESTICAS,3075.0,32854.864875,447,4
463863,SILICONE ACETICO TR BAN/COZ     250G,S - TINTAS E QUIMICOS,1060.0,32769.03,712,8
477123,ALMOFADA 43X43 VELUDO LUX.LISA437058,V - DECORACAO,346.0,32738.37,241,9
474982,TOALHA RST LIZZIE            BR 001,"K - CAMA, MESA E BANHO",2848.0,32699.52,676,9
459700,ARAND. LED AM  7W SATURNO  GOLD MBIV,I - ILUMINACAO,84.0,32639.460000000006,57,5
424128,"TINT.ACR.SELA.PINTA FC  3,6L BR.GELO",S - TINTAS E QUIMICOS,438.0,32573.845500000007,346,9
468604,LENCOL JG QUEEN DPL CRYSTAL   RISQUE,"K - CAMA, MESA E BANHO",151.0,32560.395,136,9
138854,FRITADOR AGUA/OLEO GAS   26L FAOAP30,N - INDUSTRIAL E NEGOCIOS,16.0,32542.65,16,6
269436,BACIA SNT.ACESSO CONF.C/ABERT.  BR01,W - LOUCAS E PIAS,53.0,32456.55,46,8
423951,MAO FRANCESA ACO 23CM FORTE       PT,Q - BASICOS CONSTRUCAO,2856.0,32340.798,691,9
472624,PAINEL TV 1.80 WALL LIMIT         NT,O - MOVEIS,67.0,32322.675,62,11
332011,PANO COPA PRATA HAPPY KITCHEN  19426,"K - CAMA, MESA E BANHO",2631.0,32307.198000000004,1079,9
455433,"ORGANIZADOR FIOS SPIR.PT 1/2   2,0M",E - MATERIAIS ELETRICOS,2401.0,32297.93,1291,9
462452,COLCHA QUEEN+P.TRAV 3PC SIENA     BR,"K - CAMA, MESA E BANHO",171.0,32292.645,154,9
474383,TOALHA RST JACQ. LISA MEDALHAO  SORT,"K - CAMA, MESA E BANHO",1333.0,32265.618000000002,555,9
482635,MESA CAB 0.53X0.54 2G DEMADERO   OFF,O - MOVEIS,103.0,32259.989999999998,76,9
465095,PISO FELP. ROYAL 45X70       CR 7547,"K - CAMA, MESA E BANHO",1474.0,32245.3915,759,9
289335,PORTA PVC SANF.090X210 EASY LOCK  BR,"G - PORTAS, JANELAS E FECHADURAS",155.0,32238.885000000002,132,9
476297,LENCOL JG  KING DPL PETALAS     7002,"K - CAMA, MESA E BANHO",127.0,32232.165,114,9
379552,CAFET.ELET. 8L      TRADIC.2802 M220,N - INDUSTRIAL E NEGOCIOS,26.0,32182.815000000002,26,7
464500,DUCHA QUADRATTA ELET  7700W M220  BR,U - METAIS E ACESSORIOS,228.0,32134.095,136,5
477722,PANO AMER.RET.30X44         BG 15233,B - UTILIDADES DOMESTICAS,1502.0,32130.257250000002,372,9
467602,PRATO FUNDO PORC.21CM    ASTER 80034,B - UTILIDADES DOMESTICAS,1769.0,32112.57,397,9
286803,CX.FERRAM.PLS                  19301,F - FERRAMENTAS,335.0,32032.875000000004,286,8
89652,PERSIANA VINIL  080X125 CZ,V - DECORACAO,343.0,32021.745000000003,263,9
469478,DESCANSO PRATO/PAN.BAMBU        1649,B - UTILIDADES DOMESTICAS,3697.0,31927.360500000003,848,9
382868,"REVEST.A 34X50 ICONIC GRA.MIX 2,38M2",C - PISOS E REVESTIMENTOS,540.26,31865.4987,44,7
481001,"FITA LED 5M  IP44 4,8W/M BR      12V",I - ILUMINACAO,800.0,31858.47,434,8
240104,TIGELA PORC.300ML S/ASA    C12J-9001,B - UTILIDADES DOMESTICAS,2127.0,31856.98775,584,9
412036,CHAPA BIFETEIRA  GAS   90CM     CG90,N - INDUSTRIAL E NEGOCIOS,10.0,31802.505,10,6
468718,PISO S/ANTID. BASIC 50X70    VD 1252,"K - CAMA, MESA E BANHO",1931.0,31791.0575,720,9
466793,TOALHA BANHAO AURA  OFF WHITE    403,"K - CAMA, MESA E BANHO",392.0,31725.015000000003,216,8
454889,"LAMP.LED AR70 4,8W AM GU10 2700K BIV",I - ILUMINACAO,701.0,31658.025,267,7
146361,"TINT.ACR.DELANIL    FC  3,6L B.GARAN",S - TINTAS E QUIMICOS,319.0,31641.12,256,9
455034,CORTINA 200X160 C.LUZ 2        BG/CZ,V - DECORACAO,379.0,31623.585000000003,242,8
468314,LENCOL JG CASAL DPL CRYSTAL   JARDIM,"K - CAMA, MESA E BANHO",184.0,31606.68,163,9
380615,FECH.WC RM IXE 587/90B        MARINA,"G - PORTAS, JANELAS E FECHADURAS",130.0,31542.0,72,9
458440,COND.SPLIT 12000 COND.VUFE12     126,D - ELETROS,27.0,31533.705,21,7
366455,CUBA LOC.SOB/EMB.RED.31CM DIAM  BR01,W - LOUCAS E PIAS,193.0,31479.420000000002,141,9
466794,TOALHA BANHAO AURA ROSE          589,"K - CAMA, MESA E BANHO",393.0,31466.085000000003,297,8
200640,BACIA P/CX.RAVENA P909     CR37 CREM,W - LOUCAS E PIAS,40.0,31442.565000000002,38,7
473549,TACA SMESA.VID.240ML 03PC       1554,B - UTILIDADES DOMESTICAS,1235.0,31278.2925,586,9
480585,GARRAFA TERM.1L            CZ DL2106,B - UTILIDADES DOMESTICAS,362.0,31263.855000000003,300,9
429481,PLACA 4X2 1PST.            LGP21 POP,E - MATERIAIS ELETRICOS,6222.0,31230.822000000004,1623,9
417901,PORTA-SHAMPOO REGISTRO PT       0008,U - METAIS E ACESSORIOS,575.0,31210.725000000002,462,9
471498,CHURRASCO JG 02PC           PT 17102,B - UTILIDADES DOMESTICAS,1613.0,31104.36,1170,9
475544,TOALHA MESA 160 RED. REQUINTE  2 BR,"K - CAMA, MESA E BANHO",250.0,30955.407,188,9
466622,RODAPE TEC 15CM    FRIS/BR 2.40ML/UN,C - PISOS E REVESTIMENTOS,221.0,30947.626500000002,38,5
447371,BALCAO COZ.0.80 1P/1G      OFW001533,O - MOVEIS,48.0,30922.395,44,6
448596,LUSTRE MAD. BOLA WOOD      VP143-NAT,I - ILUMINACAO,49.0,30885.4245,41,4
408617,ARAND.AL.UNO GLD            1LP 3118,I - ILUMINACAO,262.0,30853.515000000003,165,9
