periodicidade,periodo,NIVEL_1,receita,receita_ano_anterior,variacao_receita_yoy,receita_total_periodo,receita_total_ano_anterior,variacao_receita_total_yoy,contribuicao_queda_periodo,quantidade_vendida,qtd_vendida_estoque,qtd_vendida_estoque_ano_anterior,variacao_qtd_vendida_estoque_yoy,linhas_venda_diarias,linhas_venda_diarias_ano_anterior,skus_vendidos,skus_vendidos_ano_anterior,classificacao_categoria,interpretacao
mes,2024-02,I - ILUMINACAO,948993.4469083333,,,20436770.92506083,0.0,,,17563.0,17574.0,,,4616,,191,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,J - JARDINAGEM,12803.07,,,20436770.92506083,0.0,,,355.0,355.0,,,208,,7,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,"K - CAMA, MESA E BANHO",828571.5888500001,,,20436770.92506083,0.0,,,17696.0,17696.0,,,6562,,212,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,"L - INFANTIL, LAZER E PETS",59392.515,,,20436770.92506083,0.0,,,731.0,731.0,,,430,,21,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,M - MAQUINAS E MOTORES,316676.70300000004,,,20436770.92506083,0.0,,,224.0,224.0,,,182,,16,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,N - INDUSTRIAL E NEGOCIOS,214664.6075,,,20436770.92506083,0.0,,,1475.0,1475.0,,,488,,46,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,O - MOVEIS,1134169.7675,,,20436770.92506083,0.0,,,3903.0,3908.0,,,2208,,143,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,Q - BASICOS CONSTRUCAO,37262.3265,,,20436770.92506083,0.0,,,2529.0,2529.0,,,530,,22,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,R - ELETRONICOS,1114234.7671875001,,,20436770.92506083,0.0,,,475.0,475.0,,,164,,9,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,S - TINTAS E QUIMICOS,783823.3040417773,,,20436770.92506083,0.0,,,8504.0,8560.0,,,2110,,60,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,T - ARTIGOS DE EPOCA,2958.6585000000005,,,20436770.92506083,0.0,,,693.0,693.0,,,74,,3,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,U - METAIS E ACESSORIOS,1046675.6227727273,,,20436770.92506083,0.0,,,15065.0,15065.0,,,4322,,123,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,V - DECORACAO,306777.541,,,20436770.92506083,0.0,,,5922.0,5922.0,,,1771,,83,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,W - LOUCAS E PIAS,229510.89,,,20436770.92506083,0.0,,,668.0,668.0,,,491,,71,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-02,Y - EPI,3638.355,,,20436770.92506083,0.0,,,283.0,283.0,,,96,,2,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,A - AUTOMOTIVO,69804.7,,,26521580.987901784,0.0,,,1026.0,1026.0,,,368,,15,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,B - UTILIDADES DOMESTICAS,1036934.9079852941,,,26521580.987901784,0.0,,,38575.0,38726.0,,,12556,,424,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,C - PISOS E REVESTIMENTOS,3014627.770875,,,26521580.987901784,0.0,,,51070.08,51076.08,,,2326,,223,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,D - ELETROS,12681079.560323177,,,26521580.987901784,0.0,,,15265.0,15265.0,,,3533,,182,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,E - MATERIAIS ELETRICOS,449124.4939420232,,,26521580.987901784,0.0,,,32854.0,35533.0,,,5355,,108,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,F - FERRAMENTAS,438583.761,,,26521580.987901784,0.0,,,1222.0,1222.0,,,662,,20,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,"G - PORTAS, JANELAS E FECHADURAS",325436.3595,,,26521580.987901784,0.0,,,2321.0,2321.0,,,955,,33,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,H - TUBOS E CONEXOES,30557.614500000003,,,26521580.987901784,0.0,,,975.0,975.0,,,392,,22,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,I - ILUMINACAO,956241.1865000001,,,26521580.987901784,0.0,,,19022.0,19033.0,,,5348,,188,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,J - JARDINAGEM,12688.935000000001,,,26521580.987901784,0.0,,,335.0,335.0,,,222,,7,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,"K - CAMA, MESA E BANHO",1064237.5471969699,,,26521580.987901784,0.0,,,21784.0,21784.0,,,8002,,235,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,"L - INFANTIL, LAZER E PETS",41906.224500000004,,,26521580.987901784,0.0,,,551.0,551.0,,,403,,23,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,M - MAQUINAS E MOTORES,349693.63800000004,,,26521580.987901784,0.0,,,238.0,238.0,,,197,,19,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,N - INDUSTRIAL E NEGOCIOS,228331.7925,,,26521580.987901784,0.0,,,1470.0,1470.0,,,557,,43,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,O - MOVEIS,1433960.0205,,,26521580.987901784,0.0,,,4460.0,4465.0,,,2502,,143,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,Q - BASICOS CONSTRUCAO,34298.516,,,26521580.987901784,0.0,,,2225.0,2225.0,,,545,,21,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,R - ELETRONICOS,1723390.4116033218,,,26521580.987901784,0.0,,,762.0,762.0,,,218,,11,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,S - TINTAS E QUIMICOS,697406.643027512,,,26521580.987901784,0.0,,,7267.0,7267.0,,,2124,,61,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,T - ARTIGOS DE EPOCA,14800.539600000002,,,26521580.987901784,0.0,,,1860.0,1860.0,,,281,,3,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,U - METAIS E ACESSORIOS,1227022.4393484849,,,26521580.987901784,0.0,,,20197.0,20197.0,,,5359,,127,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,V - DECORACAO,414444.417,,,26521580.987901784,0.0,,,7034.0,7034.0,,,2445,,90,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,W - LOUCAS E PIAS,274432.179,,,26521580.987901784,0.0,,,888.0,888.0,,,612,,70,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-03,Y - EPI,2577.33,,,26521580.987901784,0.0,,,168.0,168.0,,,67,,2,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,A - AUTOMOTIVO,67061.3125,,,26361001.34223199,0.0,,,1101.0,1101.0,,,322,,14,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,B - UTILIDADES DOMESTICAS,1152240.439,,,26361001.34223199,0.0,,,43765.0,43776.0,,,13708,,454,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,C - PISOS E REVESTIMENTOS,3285966.390273,,,26361001.34223199,0.0,,,54380.58,54407.58,,,2675,,237,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,D - ELETROS,11240912.2421323,,,26361001.34223199,0.0,,,11330.0,11330.0,,,3423,,198,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,E - MATERIAIS ELETRICOS,554361.8941109342,,,26361001.34223199,0.0,,,45597.0,50341.0,,,6482,,107,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,F - FERRAMENTAS,431286.576,,,26361001.34223199,0.0,,,1050.0,1050.0,,,672,,20,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,"G - PORTAS, JANELAS E FECHADURAS",312233.35500000004,,,26361001.34223199,0.0,,,2363.0,2363.0,,,953,,32,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,H - TUBOS E CONEXOES,30820.370000000003,,,26361001.34223199,0.0,,,1090.0,1157.0,,,435,,23,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,I - ILUMINACAO,1081958.3954772728,,,26361001.34223199,0.0,,,21349.0,21360.0,,,5882,,195,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,J - JARDINAGEM,13018.845000000001,,,26361001.34223199,0.0,,,322.0,322.0,,,202,,7,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,"K - CAMA, MESA E BANHO",1220389.9135979167,,,26361001.34223199,0.0,,,25533.0,25533.0,,,10016,,285,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,"L - INFANTIL, LAZER E PETS",37539.7575,,,26361001.34223199,0.0,,,471.0,471.0,,,367,,24,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,M - MAQUINAS E MOTORES,338747.64,,,26361001.34223199,0.0,,,245.0,245.0,,,213,,17,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,N - INDUSTRIAL E NEGOCIOS,190584.429,,,26361001.34223199,0.0,,,934.0,934.0,,,445,,43,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,O - MOVEIS,1503033.1178333333,,,26361001.34223199,0.0,,,3922.0,3922.0,,,2333,,142,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,Q - BASICOS CONSTRUCAO,44483.5965,,,26361001.34223199,0.0,,,3365.0,3365.0,,,729,,22,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,R - ELETRONICOS,1741316.9496815219,,,26361001.34223199,0.0,,,788.0,788.0,,,239,,9,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,S - TINTAS E QUIMICOS,1120227.1194585857,,,26361001.34223199,0.0,,,13373.0,13417.0,,,2489,,62,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,T - ARTIGOS DE EPOCA,352.1700000000001,,,26361001.34223199,0.0,,,26.0,26.0,,,24,,2,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,U - METAIS E ACESSORIOS,1262024.895167125,,,26361001.34223199,0.0,,,17367.0,17367.0,,,5764,,130,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,V - DECORACAO,422410.8595,,,26361001.34223199,0.0,,,7241.0,7241.0,,,2802,,102,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,W - LOUCAS E PIAS,307182.9495,,,26361001.34223199,0.0,,,947.0,947.0,,,655,,77,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-04,Y - EPI,2848.125,,,26361001.34223199,0.0,,,202.0,202.0,,,71,,2,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,A - AUTOMOTIVO,81512.6095,,,27920751.477836926,0.0,,,1016.0,1021.0,,,318,,14,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,B - UTILIDADES DOMESTICAS,1458931.7995,,,27920751.477836926,0.0,,,53590.0,53590.0,,,14434,,473,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,C - PISOS E REVESTIMENTOS,3155092.943205,,,27920751.477836926,0.0,,,49161.2,49185.2,,,2634,,244,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,D - ELETROS,11151846.251540417,,,27920751.477836926,0.0,,,11260.0,11260.0,,,3985,,206,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,E - MATERIAIS ELETRICOS,580519.7665886946,,,27920751.477836926,0.0,,,41850.0,45665.0,,,6621,,110,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,F - FERRAMENTAS,382577.86,,,27920751.477836926,0.0,,,955.0,955.0,,,615,,19,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,"G - PORTAS, JANELAS E FECHADURAS",274495.16500000004,,,27920751.477836926,0.0,,,2321.0,2321.0,,,938,,34,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,H - TUBOS E CONEXOES,30126.862500000003,,,27920751.477836926,0.0,,,1129.0,1129.0,,,449,,23,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,I - ILUMINACAO,1326645.1628333335,,,27920751.477836926,0.0,,,27227.0,27249.0,,,6387,,205,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,J - JARDINAGEM,13205.073,,,27920751.477836926,0.0,,,375.0,375.0,,,235,,6,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,"K - CAMA, MESA E BANHO",1648378.1341702736,,,27920751.477836926,0.0,,,31930.0,31930.0,,,11339,,310,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,"L - INFANTIL, LAZER E PETS",44975.0175,,,27920751.477836926,0.0,,,630.0,630.0,,,446,,24,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,M - MAQUINAS E MOTORES,339926.055,,,27920751.477836926,0.0,,,269.0,269.0,,,212,,17,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,N - INDUSTRIAL E NEGOCIOS,301454.9475,,,27920751.477836926,0.0,,,780.0,780.0,,,425,,51,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,O - MOVEIS,1659077.5565,,,27920751.477836926,0.0,,,4421.0,4424.0,,,2548,,156,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,Q - BASICOS CONSTRUCAO,35305.62,,,27920751.477836926,0.0,,,2521.0,2521.0,,,595,,22,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,R - ELETRONICOS,2216392.5357646397,,,27920751.477836926,0.0,,,1043.0,1043.0,,,327,,9,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,S - TINTAS E QUIMICOS,1141462.73801486,,,27920751.477836926,0.0,,,13982.0,14026.0,,,2576,,65,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,T - ARTIGOS DE EPOCA,297.99,,,27920751.477836926,0.0,,,22.0,22.0,,,19,,1,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,U - METAIS E ACESSORIOS,1380834.6982197058,,,27920751.477836926,0.0,,,17756.0,17756.0,,,5650,,130,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,V - DECORACAO,436153.004,,,27920751.477836926,0.0,,,6638.0,6638.0,,,2935,,107,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,W - LOUCAS E PIAS,255948.33250000002,,,27920751.477836926,0.0,,,729.0,729.0,,,579,,69,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-05,Y - EPI,5591.355,,,27920751.477836926,0.0,,,394.0,394.0,,,129,,2,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,A - AUTOMOTIVO,74184.068,,,23458624.225744173,0.0,,,1137.0,1137.0,,,366,,13,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,B - UTILIDADES DOMESTICAS,1242754.4634594668,,,23458624.225744173,0.0,,,41608.0,41630.0,,,13467,,471,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,C - PISOS E REVESTIMENTOS,2850470.9667525003,,,23458624.225744173,0.0,,,45538.32,45551.32,,,2461,,247,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,D - ELETROS,8545401.641168736,,,23458624.225744173,0.0,,,7614.0,7614.0,,,3440,,218,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,E - MATERIAIS ELETRICOS,555693.898625,,,23458624.225744173,0.0,,,45404.0,48861.0,,,6260,,111,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,F - FERRAMENTAS,343431.2175,,,23458624.225744173,0.0,,,1021.0,1021.0,,,587,,18,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,"G - PORTAS, JANELAS E FECHADURAS",255976.31500000003,,,23458624.225744173,0.0,,,1970.0,1970.0,,,795,,33,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,H - TUBOS E CONEXOES,29535.912,,,23458624.225744173,0.0,,,891.0,891.0,,,400,,24,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,I - ILUMINACAO,1252383.1001333334,,,23458624.225744173,0.0,,,27778.0,27800.0,,,6385,,204,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,J - JARDINAGEM,11633.055,,,23458624.225744173,0.0,,,332.0,332.0,,,229,,6,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,"K - CAMA, MESA E BANHO",1528272.8357618009,,,23458624.225744173,0.0,,,31459.0,31459.0,,,11298,,317,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,"L - INFANTIL, LAZER E PETS",37487.73,,,23458624.225744173,0.0,,,669.0,669.0,,,446,,26,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,M - MAQUINAS E MOTORES,211897.035,,,23458624.225744173,0.0,,,180.0,180.0,,,152,,16,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,N - INDUSTRIAL E NEGOCIOS,208418.805,,,23458624.225744173,0.0,,,592.0,592.0,,,369,,45,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,O - MOVEIS,1531085.16675,,,23458624.225744173,0.0,,,4108.0,4108.0,,,2470,,149,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
mes,2024-06,Q - BASICOS CONSTRUCAO,37757.37,,,23458624.225744173,0.0,,,2736.0,2736.0,,,656,,22,,dados insuficientes,YoY compara mesmo periodo do ano anterior; venda observada nao mede demanda real
