tipo_triagem,CODIGO,DESCRICAO,NIVEL_1,nivel_confianca,status_decisao_final,regra_usada,evidencia,dado_faltante,limitacao,risco_decisao,proxima_validacao_necessaria,acao_recomendada
compras_triagem_bruta,391922,LAMP.LED DIC. 4W AM    GU10 MR16 BIV,I - ILUMINACAO,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=8749.35; compra_bruta_sugerida=9468.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,458349,LAMP.LED PAR20 7W  AM           MBIV,I - ILUMINACAO,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=8715.24; compra_bruta_sugerida=9432.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,462837,DISJ.UNIP.C DIN  10A       GII-C010A,E - MATERIAIS ELETRICOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=8152.16; compra_bruta_sugerida=8822.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,483049,"PORCEL.C 74X74 ESM.KHALI WH AC1,62M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=7858.82; compra_bruta_sugerida=8505.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,429458,TOM.MOD 2P+T 20A         LG03020 POP,E - MATERIAIS ELETRICOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=7444.95; compra_bruta_sugerida=8057.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,415015,SENSOR PRESEN.TETO EMB/SOB. 360G  BR,E - MATERIAIS ELETRICOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=7141.28; compra_bruta_sugerida=7728.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,419038,CORTINA 240X160 PTK.LISA SLIM    2MF,V - DECORACAO,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=6747.84; compra_bruta_sugerida=7302.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,475770,"PORCEL.A 74X74 ESM.KHALI WH AC1,62M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=6435.34; compra_bruta_sugerida=6964.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,483700,"PORCEL.A 60X60 ESM.MUNA.CI.EXT1,80M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=6275.28; compra_bruta_sugerida=6791.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,419820,TORNEIRA PIA PARE.PT HYDRAMOTION1168,U - METAIS E ACESSORIOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=6013.92; compra_bruta_sugerida=6508.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,360263,"LAMP.LED  DIC.MR16 4,5W AM GU10 MBIV",I - ILUMINACAO,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=5981.01; compra_bruta_sugerida=6473.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
compras_triagem_bruta,480981,"PORCEL.A 100X100 ESM. AVE.B.EX2,00M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,tendencia linear da venda observada por produto com indice sazonal por categoria; estoque de seguranca de 30 dias,venda_observada_projetada_2026=5534.52; compra_bruta_sugerida=5989.00; status_compra_liquida=BLOQUEADO,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial","NÃO VALIDADO: projeção usa venda observada e pode estar limitada por disponibilidade, mix, sazonalidade e cobertura parcial de entradas; há meses com sortimento observado abaixo do esperado dado o volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar estoque atual, margem, lead time, lote minimo e fornecedor",Usar como fila de validacao de compra bruta; pedido final permanece bloqueado
