tipo_triagem,CODIGO,DESCRICAO,NIVEL_1,nivel_confianca,status_decisao_final,regra_usada,evidencia,dado_faltante,limitacao,risco_decisao,proxima_validacao_necessaria,acao_recomendada
repricing_investigacao_correlacao,467656,AP.JANTAR CER.12PC MANDALA    137393,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.6080; n_obs=124; receita_total=301410.40,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,473252,PETISQUEIRA BAMBU C/ 7DIV.      6088,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.6046; n_obs=88; receita_total=46320.68,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,466585,COLCHA QUEEN+P.TRAV 3PC PARIS SORT16,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.6020; n_obs=136; receita_total=111357.26,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,479998,FRIGIDEIRA ANTIAD.02PC     VM 025336,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.6010; n_obs=115; receita_total=47994.05,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,427734,PLAFON LED RED. MILAO   BR  18W MBIV,I - ILUMINACAO,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.6005; n_obs=102; receita_total=220193.36,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,469814,"MOTOSERRA GAS.2,0KW MS230 S40CM 5076",M - MAQUINAS E MOTORES,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5962; n_obs=47; receita_total=169274.24,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,102242,RESIST.DUCH.GOR.4T  5700W       M220,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5917; n_obs=89; receita_total=77391.83,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,466584,COLCHA CASAL+P.TRAV 3PC PARIS SORT16,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5877; n_obs=121; receita_total=94525.96,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,300807,DUCHA OPTIMA          5500W 548 M127,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5827; n_obs=49; receita_total=478103.33,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,460477,RODAPE CLA.10CM    FRIS/BR 2.40ML/UN,C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5825; n_obs=44; receita_total=61534.83,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,465695,PAPELEIRA SUSPENSA 2ROLOS CR    0200,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5725; n_obs=194; receita_total=237509.48,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,487031,COLCHA CASAL+P.TRAV 3PC PARIS SORT22,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5690; n_obs=96; receita_total=251924.25,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,470029,GARRAFA TERM.1L ROLHA    MR 25100546,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5664; n_obs=112; receita_total=53808.93,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,463479,CAIXA TERMICA PLS 28.0L VD/MR 072825,"L - INFANTIL, LAZER E PETS",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5633; n_obs=161; receita_total=134932.56,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,399348,ORGANIZADOR 32X20 P/ARMARIO     0075,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5629; n_obs=204; receita_total=205235.26,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,419818,TORNEIRA PIA COZ. HYDRAMOT. 1167  CZ,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5613; n_obs=53; receita_total=157822.95,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,249011,FECH.IN RM IXE 882/90         VICTO.,"G - PORTAS, JANELAS E FECHADURAS",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5594; n_obs=81; receita_total=134345.63,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,399351,ORGANIZADOR 22X20 P/ARMARIO     0076,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5585; n_obs=199; receita_total=95449.13,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,249013,FECH.WC RM IXE 882/90         VICTO.,"G - PORTAS, JANELAS E FECHADURAS",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5585; n_obs=61; receita_total=109404.18,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,479999,FRIGIDEIRA ANTIAD.03PC     VM 025337,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5582; n_obs=85; receita_total=76950.68,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,419820,TORNEIRA PIA PARE.PT HYDRAMOTION1168,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5559; n_obs=57; receita_total=464862.81,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,433919,AP.JANTAR CER.16PC LOUROS     107403,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5552; n_obs=122; receita_total=295782.03,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,469886,CORTINA 420X250 HAVINI         AR 01,V - DECORACAO,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5549; n_obs=114; receita_total=155166.90,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,488929,FERRO PASSAR SEC.  HD1172/80 CZ M220,D - ELETROS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5533; n_obs=66; receita_total=226688.41,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,403647,PANELA PRESSAO ANTIAD.4.5L   CZ 6776,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5531; n_obs=117; receita_total=580358.10,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,408802,ORGANIZADOR 22X20 P/ARMARIO    0080,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5531; n_obs=199; receita_total=52448.44,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,423167,FRITAD.ELET.3.5L  FAMILY   AF30 M127,D - ELETROS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5494; n_obs=32; receita_total=111575.56,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,417899,PAPELEIRA SUSPENSA 2ROLOS PT    0076,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5486; n_obs=199; receita_total=373685.26,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,435656,"REVEST.A 32,5X59 ESTRELA BR AC1,53M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5404; n_obs=58; receita_total=118723.79,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,467654,AP.JANTAR CER.12PC GRECIA     137391,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5404; n_obs=143; receita_total=299544.64,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,249010,FECH.EX RM IXE 882/90         VICTO.,"G - PORTAS, JANELAS E FECHADURAS",Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5400; n_obs=96; receita_total=194329.97,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
repricing_investigacao_correlacao,445896,TRILHO LED KIT 3 SPOT NE  9W PT MBIV,I - ILUMINACAO,Baixa,BLOQUEADO,correlacao_preco_volume < -0.4 e receita acima da mediana dos produtos validos,correlacao=-0.5359; n_obs=69; receita_total=97457.12,"DADO AUSENTE: margem, concorrencia, campanhas, disponibilidade e politica comercial","NÃO VALIDADO: sazonalidade, mix, campanhas, disponibilidade e loja podem variar junto com preco e volume","Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, concorrencia, campanhas e disponibilidade antes de teste controlado",Investigar preco e cadastro; qualquer ajuste exige aprovacao comercial
