tipo_triagem,CODIGO,DESCRICAO,NIVEL_1,nivel_confianca,status_decisao_final,regra_usada,evidencia,dado_faltante,limitacao,risco_decisao,proxima_validacao_necessaria,acao_recomendada
promocao_possivel,104342,"CABO ANTICH.SUP.FLEX(R100M) 2,5MM BR",E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=11800.00; receita=33962.88; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,439331,MANTA CASAL MICROF.180X220 SORTIDA 2,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=11635.00; receita=628166.11; lojas_com_estoque_parado=9,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,451018,"PORCEL.A 90X90  EPO.MARM.CALAC2,40M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=11414.40; receita=1791947.52; lojas_com_estoque_parado=6,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,275674,TIGELA CER.CEREAL 600ML AZ E01B-0824,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=11019.00; receita=127874.62; lojas_com_estoque_parado=4,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,165136,FRONHA AVULSA PRATA          BR 0001,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=9253.00; receita=207186.48; lojas_com_estoque_parado=9,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,399366,PAPELEIRA SUSPENSA 2ROLOS BR    0077,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=9149.00; receita=419116.19; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,396527,TOM.MOD.1M 2P+T 10A      BR 57115030,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=9064.00; receita=128091.71; lojas_com_estoque_parado=3,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,472113,PRATO RASO CER.26CM           092971,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=8191.00; receita=110938.78; lojas_com_estoque_parado=2,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,393595,TOM.CJ.2T 2P+T 20A       BR 57241066,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=7959.00; receita=275237.87; lojas_com_estoque_parado=3,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,471194,"CER.A 68X68 CALLA HD       P4 2,79M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=7228.89; receita=262066.04; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,380586,"CER.A 60X60 CLAS.BRANCO RT P4 2,12M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=6726.76; receita=336084.66; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,347263,"CER.A 46X46 PSI66010       P4 2,58M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=6599.64; receita=302811.23; lojas_com_estoque_parado=5,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,448681,"PORCEL.A 58X58 ESM.PTG58580R  2,03M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=6441.19; receita=324471.17; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,447307,VENT.MES.40CM 3V 2X1    VF42 PT M220,D - ELETROS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=6080.00; receita=4970896.93; lojas_com_estoque_parado=2,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,470385,TAPETE ENTR. 040X065 TAPKES  SORTIDO,V - DECORACAO,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=6064.00; receita=189973.19; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,440829,ABRACAD.PLS ELET.       3/4  TMC  PT,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5915.00; receita=21619.64; lojas_com_estoque_parado=5,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,392084,CX.ELET.EX.PLS  5 ENTRADAS PLASTIBOX,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5686.00; receita=155477.43; lojas_com_estoque_parado=2,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,446526,"CER.A 54X54 FREMONT HD     P4 2,62M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5444.36; receita=406877.89; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,348807,"CER.A 46X46 PSI62650       P5 2,58M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5438.64; receita=237843.36; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,471190,"CER.A 67X67 NAUTICO HD     P4 2,71M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5311.60; receita=394035.42; lojas_com_estoque_parado=6,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,404458,"PORCEL.A 90X90 EPO.CALAC.ORO  2,40M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5184.00; receita=1295549.69; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,368185,"CER.A 46X46 PSI66110       P4 2,58M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5131.62; receita=236823.25; lojas_com_estoque_parado=5,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,466073,TAPETE BANH. 38X58 RELAX        SORT,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5102.00; receita=152651.66; lojas_com_estoque_parado=6,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,429456,TOM.CJ.2T 2P+T 10A        LGX303 POP,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=5000.00; receita=534192.15; lojas_com_estoque_parado=1,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,337916,FRONHA AVULSA UNIQUE         BR 0001,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4708.00; receita=129806.34; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,347294,"REVEST.A 33X50 RVI62080    P2 2,48M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4647.52; receita=352759.38; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,270605,CX.ELET.PLS 4X4 AM OCT0G.  57500/004,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4638.00; receita=58243.71; lojas_com_estoque_parado=9,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,466807,TOALHA JG 2PC PIXEL CINTA ROSA  3364,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4625.00; receita=155552.10; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,119959,ADAPTA.CX.ELET.AL    3/4   56251/052,E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4623.00; receita=83447.95; lojas_com_estoque_parado=4,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,411805,FACA SMESA (AV) SAVANNAH      SH1114,B - UTILIDADES DOMESTICAS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4559.00; receita=22077.35; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,359007,"FILTRO LINHA  5TOM.1,0M  PT     MBIV",E - MATERIAIS ELETRICOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4355.00; receita=727281.24; lojas_com_estoque_parado=2,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,452584,"CER.A 60X60 FLORENCA BR  2,50M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4252.50; receita=137028.33; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,149929,TORNEIRA LAVA.MESA CR B.BX C77  1202,U - METAIS E ACESSORIOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=4222.00; receita=2136856.70; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,258519,FECH.IN EM CR  1210       ITALY SOFT,"G - PORTAS, JANELAS E FECHADURAS",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=3908.00; receita=270511.17; lojas_com_estoque_parado=8,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,471189,"CER.A 67X67 NARCISO HD RT  P4 2,71M2",C - PISOS E REVESTIMENTOS,Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=3880.72; receita=269597.78; lojas_com_estoque_parado=7,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
promocao_possivel,449529,PROTETOR P/TRAV. 050X070 IMPERM. BR,"K - CAMA, MESA E BANHO",Baixa,BLOQUEADO,estoque parado legado com alguma venda observada,estoque_parado_total=3826.00; receita=88649.12; lojas_com_estoque_parado=3,"DADO AUSENTE: margem, estoque atual confiavel, lead time, lote minimo, fornecedor e plano comercial",NÃO VALIDADO: estoque parado usa estoque inicial e nao confirma disponibilidade atual,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Validar margem, estoque atual, campanha, categoria e substitutos",Avaliar campanha piloto somente apos validacao comercial e financeira
