tipo_triagem,CODIGO,DESCRICAO,NIVEL_1,nivel_confianca,status_decisao_final,regra_usada,evidencia,dado_faltante,limitacao,risco_decisao,proxima_validacao_necessaria,acao_recomendada
descontinuacao_possivel,167821,CUBA LOC.EMB.39X30 OVAL   10119 PR77,W - LOUCAS E PIAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1104.29; qtd_vendida=13.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,165658,LUVA REDUCAO ROSCA           1 X 3/4,H - TUBOS E CONEXOES,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1189.55; qtd_vendida=152.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,440053,"PORCEL.A 60X120 ESM.CONCRETE  2,20M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1213.42; qtd_vendida=19.80,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,344309,ADAPTA.SOLD.CAIXA C/ANEL  50MMX1.1/2,H - TUBOS E CONEXOES,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1238.37; qtd_vendida=46.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,309553,PORTA MAD.FRISADA.090X210 IPE    F01,"G - PORTAS, JANELAS E FECHADURAS",BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1285.10; qtd_vendida=6.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,445484,CADEIRA FIBRA NADIA               CM,O - MOVEIS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1322.16; qtd_vendida=8.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,472394,XICARA CAFE PORC.75ML C/P 6PC  03328,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1349.78; qtd_vendida=25.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,459368,INT.ALAVANCA ON/OFF HAST. LONGA 250W,E - MATERIAIS ELETRICOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1375.92; qtd_vendida=104.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,417598,BISNAGA PLS 210ML  ALCOOL GEL SR2326,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1379.41; qtd_vendida=260.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,154333,TACHA AZULADA         13MM 50UN 1702,Q - BASICOS CONSTRUCAO,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1433.25; qtd_vendida=195.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,460488,COND.SPLIT 12000 EVAP 42TFQA Q/F 133,D - ELETROS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1448.79; qtd_vendida=2.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,374035,"CER.A 58X58 PSI65910       P3 2,68M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1468.91; qtd_vendida=53.60,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,432459,CANECA CER.280ML           BR 075983,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1505.56; qtd_vendida=111.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,407150,PORTA-BOLO IX 32CM C/TP     1525/499,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1515.96; qtd_vendida=24.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,471329,XICARA CAFE PORC.75ML C/P      01298,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1546.61; qtd_vendida=163.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,469255,ESPATULA CONFEITEIRO 37CM       7754,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1570.01; qtd_vendida=126.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,464864,MEDIDOR COLHER IX              24478,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1582.14; qtd_vendida=92.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,472401,XICARA CAFE PORC.65ML C/P 6PC  20084,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1603.45; qtd_vendida=29.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,412007,GARFO MESA IX/PLS BAMBU  6PC    7381,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1826.47; qtd_vendida=75.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,471272,XICARA CAFE PORC.65ML C/P     102868,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1838.13; qtd_vendida=215.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,218197,RODAPE NT  7CM 446RP/NA-01 2.40ML/PC,C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1862.17; qtd_vendida=16.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,444103,FACA OSTRA 14CM            PT CK3481,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1963.94; qtd_vendida=250.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,471291,XICARA CAFE CER.65ML C/P 6PC   90804,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=1969.80; qtd_vendida=40.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,472390,XICARA CAFE PORC.65ML C/P 6PC  60936,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2090.45; qtd_vendida=41.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,468639,FORMA HAMBURGUER IX 02PC      ARO-01,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2097.73; qtd_vendida=135.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,372342,"CER.A 7X26 CHROMA WH ASSIME.  0,92M2",C - PISOS E REVESTIMENTOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2129.05; qtd_vendida=31.28,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,412038,COLHER CHA IX/PLS BAMBU 06PC    7388,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2197.76; qtd_vendida=89.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,167932,COPO CALDINHO CER.90ML  BR C030-0801,B - UTILIDADES DOMESTICAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2303.75; qtd_vendida=181.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,451480,BALCAO COZ. 1.20 4G               BR,O - MOVEIS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2330.68; qtd_vendida=3.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,347230,ABRACAD.PLS P/TUBO 40 A 75MM,E - MATERIAIS ELETRICOS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2332.67; qtd_vendida=292.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,14540,COLUNA SAVEIRO             0220 PG59,W - LOUCAS E PIAS,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2364.18; qtd_vendida=26.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
descontinuacao_possivel,433369,FITA ADES.REFLET.BIKE         BRANCO,A - AUTOMOTIVO,BLOQUEADO,BLOQUEADO,zero venda observada ou baixa receita com estoque parado em regra legada,motivo_legado=Receita irrisoria + estoque parado; receita=2377.52; qtd_vendida=57.00,"DADO AUSENTE: margem, papel estrategico do SKU, substitutos, fornecedor, estoque atual, devolucoes e garantias",NÃO VALIDADO: ausencia ou baixa venda observada nao mede potencial de venda,"Risco de decisao operacional sem validacao: excesso de estoque, perda de margem ou corte indevido de SKU","Revisar margem, papel na categoria, substitutos, fornecedor e historico comercial",Manter como revisao de sortimento bloqueada para decisao final
